epoch,endogeq_1,endogeq_2,endogeq_3,hjbeq_1,hjbeq_2,total_loss
0,0.9934936165809631,3.9898638086310185e-19,0.965895414352417,16.700822830200195,0.014518764801323414,18.67473030090332
100,0.848358154296875,1.1580797244005345e-16,0.10789190232753754,0.5575469136238098,0.15171776711940765,1.5993914604187012
200,0.19180679321289062,1.0319436310804256e-17,0.021382855251431465,0.10775443911552429,0.03767619654536247,0.3625582158565521
300,0.004320758394896984,5.540272935964805e-18,0.008653748780488968,0.03743857145309448,0.009901904501020908,0.059150468558073044
400,0.0032412984874099493,8.456776945386935e-18,0.0055694845505058765,0.035447537899017334,0.007571173831820488,0.044037219136953354
500,0.003565537743270397,8.916478434910217e-18,0.0032683410681784153,0.03232455626130104,0.0062110754661262035,0.03683764114975929
600,0.0037132801953703165,1.039099322405438e-17,0.0024521364830434322,0.028633365407586098,0.005135724321007729,0.03498506173491478
700,0.003616783767938614,1.0319436310804256e-17,0.002336870413273573,0.02430703677237034,0.0042509837076067924,0.030231546610593796
800,0.0034576398320496082,1.0243541662421903e-17,0.0025082160718739033,0.01981925033032894,0.003424889873713255,0.023739797994494438
900,0.003347834339365363,1.0798653472519502e-17,0.0027273213490843773,0.015748780220746994,0.0026656806003302336,0.02175799012184143
1000,0.0032758063171058893,1.0330278167092988e-17,0.002769452752545476,0.012272116728127003,0.0020422853995114565,0.017660818994045258
1100,0.0031727205496281385,1.0518929113494894e-17,0.002556706080213189,0.009405885823071003,0.00164114183280617,0.01417236402630806
1200,0.00298645650036633,1.2362072806720252e-17,0.002133136847987771,0.00700482539832592,0.0014098139945417643,0.011093534529209137
1300,0.002739047398790717,1.3242445268563502e-17,0.0016392916440963745,0.005319859832525253,0.0012859830167144537,0.00980333425104618
1400,0.0024313400499522686,1.1225829393176586e-17,0.0011687077349051833,0.0042574298568069935,0.001174181466922164,0.007967316545546055
1500,0.002098734024912119,1.1754919755564492e-17,0.0008306126110255718,0.0036155765410512686,0.0010397928999736905,0.006394064519554377
1600,0.4176044762134552,1.896703307015921e-17,0.023529939353466034,1.6288176774978638,0.04058565944433212,3.2720885276794434
1700,0.08583880960941315,3.9432431028064326e-17,0.04669751971960068,0.11873440444469452,0.038058459758758545,0.25418198108673096
1800,0.032374896109104156,4.454986660568489e-17,0.024637795984745026,0.09431930631399155,0.028369124978780746,0.14798906445503235
