epoch,endogvar_q_cond_q_min,endogvar_q_cond_q_max,endogvar_psi_cond_psi_min,endogvar_psi_cond_psi_max,endogeq_1,endogeq_2,total_loss
0,0.0018111643148586154,0.0012967134825885296,0.0038233085069805384,0.0015624542720615864,0.06954437494277954,1.6335605382919312,4.186029434204102
1,2.2623822815148742e-07,1.4160768841975369e-05,0.0013396989088505507,0.0009545669890940189,0.08226967602968216,1.6424041986465454,3.5979433059692383
2,0.0002937520621344447,0.00026189780328422785,0.0012630184646695852,2.7514715839060955e-05,0.3085660934448242,0.6149122714996338,1.7230088710784912
3,0.0004904130473732948,0.0011673304252326488,4.2599303924362175e-06,0.0004106405540369451,0.18802626430988312,0.2503940165042877,0.8960787057876587
4,0.0010965104447677732,5.557689655688591e-05,4.787251236848533e-05,0.0004871660494245589,0.09706642478704453,0.2329384982585907,0.731656014919281
5,0.00010400157771073282,4.7108251237659715e-06,9.11601105713089e-08,0.00024657929316163063,0.01837543211877346,0.1830725371837616,0.4200587868690491
6,2.0868060346401762e-06,8.897982479538769e-05,9.723648872750346e-06,0.00021362434199545532,0.008397521451115608,0.16698147356510162,0.37380194664001465
7,0.00023036339553073049,0.0002596186241135001,2.6711672035162337e-05,8.281361806439236e-05,0.015782782807946205,0.10851262509822845,0.2927587628364563
8,7.801014726283029e-05,4.095070471521467e-05,5.6122113164747134e-05,3.7440145206346642e-06,0.050258342176675797,0.013708081096410751,0.09555720537900925
9,1.6734529708628543e-05,1.3852930351276882e-05,3.273038601037115e-05,2.910856892412994e-06,0.02176295407116413,0.010499916970729828,0.04938565939664841
10,2.2942464283914887e-07,7.751395969535224e-06,1.972983227460645e-05,7.71493068896234e-06,0.01155131310224533,0.01205621287226677,0.03920629620552063
11,1.3393588460530736e-07,8.286717275041156e-06,1.8766017092275433e-05,3.140569788229186e-06,0.007350514642894268,0.013454413041472435,0.03729206323623657
12,9.979572723750607e-10,3.4322438295930624e-06,1.760806844686158e-05,7.981421731528826e-06,0.0029582674615085125,0.014813325367867947,0.03548718988895416
13,8.375355946554919e-07,1.578706587679335e-06,2.5038711100933142e-05,6.579359705938259e-06,0.0024673312436789274,0.014213575050234795,0.03429791331291199
14,1.7979218682739884e-06,2.1009509509894997e-06,2.7277144909021445e-05,5.583610800385941e-06,0.0030297895427793264,0.013515740633010864,0.03373723477125168
15,9.263981723961479e-07,4.54618020739872e-06,3.247326458222233e-05,3.779389089686447e-06,0.0038172747008502483,0.012173958122730255,0.03233771398663521
16,6.252074399526464e-06,3.444622507231543e-06,3.39644611813128e-05,3.1812624001759104e-06,0.003799926256760955,0.0088583305478096,0.026200829073786736
17,1.13732895101748e-07,8.481391944314964e-08,1.6782843886176124e-05,4.584386715578148e-06,0.0005879632662981749,0.008411222137510777,0.019566984847187996
18,2.947177222267783e-07,4.34163575846469e-06,1.0293249033566099e-05,7.4901117841363885e-06,0.00027304960531182587,0.005856567528098822,0.014228155836462975
19,2.2965309653955046e-09,2.2769336283090524e-06,1.3089398635202087e-05,1.6894864529604092e-07,0.0005025171558372676,0.0050038560293614864,0.01206398755311966
20,4.397828661240055e-07,6.636974489993008e-07,1.620144394109957e-05,1.7642850025367807e-07,0.0006276766071096063,0.0044991751201450825,0.011374162510037422
21,2.932047436843277e-06,2.971820549646509e-07,1.194288233818952e-05,1.4959425698179984e-08,0.001162427943199873,0.003140872111544013,0.008962878957390785
22,4.0614219187773415e-07,8.303507001983235e-07,1.6601642300884123e-06,1.2906425581604708e-06,0.0007698339759372175,0.0026665825862437487,0.0065217288210988045
23,6.86024804963381e-07,9.218878460615088e-08,4.064768745593028e-06,1.7788357808967703e-07,0.0005439715459942818,0.0021345613058656454,0.005315180867910385
24,8.519982657162473e-07,2.251056230306858e-09,6.353378921630792e-06,1.2704081342462814e-08,0.0005089589976705611,0.0019421069882810116,0.005115206353366375
25,2.4924906938394997e-07,1.825392246246338e-07,7.029254902590765e-06,3.091272446908988e-07,0.0005202179308980703,0.0017656524432823062,0.004828539676964283
26,3.817491744939616e-08,3.6817624504692503e-09,3.7109873574081575e-06,8.768461157160345e-08,0.000595578458160162,0.0017792510334402323,0.0045381332747638226
27,4.097969963368087e-09,2.3424604478350375e-09,2.755861487457878e-06,1.1562008239707211e-08,0.0006867289775982499,0.0017428481951355934,0.004449811764061451
28,9.473984619035036e-08,4.691698052283755e-08,2.112024048983585e-06,3.916866830877552e-11,0.0007804446504451334,0.0016818124568089843,0.004369441419839859
29,2.2601147975365166e-07,3.8633339727311977e-07,2.2749554773326963e-06,4.668487818548783e-08,0.0008510426268912852,0.0013817297294735909,0.003907900303602219
30,1.978719410544727e-10,9.964514902094379e-08,2.402281097602099e-06,9.78985781330266e-11,0.0006213595625013113,0.0013293744996190071,0.0035303307231515646
31,2.564420356065966e-07,2.8994816148042446e-07,6.070312679185008e-07,2.48360834120831e-08,0.0005535011296160519,0.0008733964641578496,0.002418119926005602
32,5.954645132533187e-08,9.716865179143497e-07,2.893797557135258e-08,5.010725203646871e-07,0.000500337453559041,0.000623907835688442,0.0019042774802073836
33,2.3563279683003202e-07,9.738027983985376e-07,1.6607006614322017e-07,3.0516326887664036e-07,0.0005094085354357958,0.0005439313245005906,0.0017653380054980516
34,2.1614710021822248e-07,8.983874977275264e-07,2.772208063106518e-07,4.20550350099802e-07,0.0005348717095330358,0.000483155541587621,0.001682413392700255
35,2.1195552335484535e-07,8.851041002344573e-07,2.8065210244676564e-07,3.991075914200337e-07,0.0005448939045891166,0.00046960797044448555,0.0016617916990071535
