outer_loop_iter,epoch,total_loss
0,0,15.248486518859863
0,1,12.770520210266113
0,2,10.608360290527344
0,3,8.739107131958008
0,4,7.144835472106934
0,5,5.80692720413208
0,6,4.692168235778809
0,7,3.753746509552002
0,8,2.9424493312835693
0,9,2.22111177444458
0,10,1.5759050846099854
0,11,1.020574927330017
0,12,0.5923855304718018
0,13,0.3395025134086609
0,14,0.2982293367385864
0,15,0.2748147249221802
0,16,0.20813553035259247
0,17,0.18113020062446594
0,18,0.1755417287349701
0,19,0.1450357586145401
0,20,0.123630091547966
0,21,0.11187195032835007
0,22,0.10842916369438171
0,23,0.09909231960773468
0,24,0.08963299542665482
0,25,0.08183065056800842
0,26,0.07649967074394226
0,27,0.07382286339998245
0,28,0.0733591839671135
0,29,0.07194190472364426
0,30,0.06889121979475021
0,31,0.06558994203805923
0,32,0.062356751412153244
0,33,0.05942903831601143
0,34,0.056967347860336304
0,35,0.05506265535950661
0,36,0.053730372339487076
0,37,0.05289505049586296
0,38,0.05238783732056618
0,39,0.05197496339678764
0,40,0.051418934017419815
0,41,0.05055089294910431
0,42,0.04932171851396561
0,43,0.04780725762248039
0,44,0.04616647586226463
0,45,0.04457435756921768
0,46,0.043161790817976
0,47,0.04198535904288292
0,48,0.04103211313486099
0,49,0.04024611786007881
0,50,0.039558295160532
0,51,0.03890576213598251
0,52,0.03823871910572052
0,53,0.03752100467681885
0,54,0.036731377243995667
0,55,0.03586842864751816
0,56,0.03495406359434128
0,57,0.03403031826019287
0,58,0.03314663842320442
0,59,0.03234205022454262
0,60,0.031631045043468475
0,61,0.031000230461359024
0,62,0.030417082831263542
0,63,0.029845518991351128
0,64,0.02925964817404747
0,65,0.028649721294641495
0,66,0.028019970282912254
0,67,0.02738202176988125
0,68,0.02674892544746399
0,69,0.02613210864365101
0,70,0.025540471076965332
0,71,0.02497963234782219
0,72,0.024450436234474182
0,73,0.02394760586321354
0,74,0.023460758849978447
0,75,0.02297799661755562
0,76,0.022490620613098145
0,77,0.021996550261974335
0,78,0.021500257775187492
0,79,0.021009577438235283
0,80,0.020531706511974335
0,81,0.020070424303412437
0,82,0.019625617191195488
0,83,0.01919475756585598
0,84,0.018774472177028656
0,85,0.018361611291766167
0,86,0.017953645437955856
0,87,0.01754886284470558
0,88,0.017146959900856018
0,89,0.016749218106269836
0,90,0.01635814644396305
0,91,0.015976333990693092
0,92,0.01560516469180584
0,93,0.015244178473949432
0,94,0.014891494065523148
0,95,0.014544942416250706
0,96,0.014203039929270744
0,97,0.013865431770682335
0,98,0.013532549142837524
0,99,0.01320516224950552
0,100,0.012884029187262058
0,101,0.012569681741297245
0,102,0.01226244866847992
0,103,0.01196228340268135
0,104,0.011668729595839977
0,105,0.01138102076947689
0,106,0.011098457500338554
0,107,0.010820713825523853
0,108,0.010547976940870285
0,109,0.010280732996761799
0,110,0.01001943089067936
0,111,0.009764219634234905
0,112,0.009514967910945415
0,113,0.009271376766264439
0,114,0.009033133275806904
0,115,0.008800019510090351
0,116,0.008571860380470753
0,117,0.008348600938916206
0,118,0.008130316622555256
0,119,0.007917122915387154
0,120,0.007709187921136618
0,121,0.0075064850971102715
0,122,0.00730888033285737
0,123,0.007116157561540604
0,124,0.00692813191562891
0,125,0.006744721904397011
0,126,0.006565909367054701
0,127,0.006391711533069611
0,128,0.006222124677151442
0,129,0.0060571166686713696
0,130,0.005896636750549078
0,131,0.00574058061465621
0,132,0.005588854663074017
0,133,0.0054413145408034325
0,134,0.005297876428812742
0,135,0.00515849981456995
0,136,0.0050231521017849445
0,137,0.004891801625490189
0,138,0.004764403682202101
0,139,0.004640873987227678
0,140,0.004521112889051437
0,141,0.004405040293931961
0,142,0.004292557947337627
0,143,0.004183604847639799
0,144,0.004078132100403309
0,145,0.003976054489612579
0,146,0.0038773398846387863
0,147,0.0037819005083292723
0,148,0.003689656499773264
0,149,0.003600520547479391
0,150,0.0035144088324159384
0,151,0.0034312556963413954
0,152,0.003350991290062666
0,153,0.0032735515851527452
0,154,0.003198873018845916
0,155,0.0031268817838281393
0,156,0.0030575054697692394
0,157,0.0029906705021858215
0,158,0.0029262967873364687
0,159,0.0028643235564231873
0,160,0.0028046725783497095
0,161,0.0027472865767776966
0,162,0.0026920989621430635
0,163,0.002639044774696231
0,164,0.002588055096566677
