,q1,q2,k1,k2,gamma,rho,mu_y1,sig_y1,mu_y2,sig_y2,_sig_o,_mu_o,_sig_cross,_u_k1,_u_k2,z,o,_q1z,_q1zz,_q1o,_q1oo,_q1zo,_q2z,_q2zz,_q2o,_q2oo,_q2zo,_k1z,_k1zz,_k1o,_k1oo,_k1zo,_k2z,_k2zz,_k2o,_k2oo,_k2zo,_q1zomz,_q1zomo,_q1zopz,_q1zopo,_q1mz,_q1zmz,_q1omz,_q1pz,_q1zpz,_q1opz,_q1mo,_q1omo,_q1zmo,_q1po,_q1opo,_q1zpo,_q2zomz,_q2zomo,_q2zopz,_q2zopo,_q2mz,_q2zmz,_q2omz,_q2pz,_q2zpz,_q2opz,_q2mo,_q2omo,_q2zmo,_q2po,_q2opo,_q2zpo,_k1zomz,_k1zomo,_k1zopz,_k1zopo,_k1mz,_k1zmz,_k1omz,_k1pz,_k1zpz,_k1opz,_k1mo,_k1omo,_k1zmo,_k1po,_k1opo,_k1zpo,_k2zomz,_k2zomo,_k2zopz,_k2zopo,_k2mz,_k2zmz,_k2omz,_k2pz,_k2zpz,_k2opz,_k2mo,_k2omo,_k2zmo,_k2po,_k2opo,_k2zpo,_dmz,_dpz,_dmo,_dpo,boundtag,q1_z,q2_z,q1_zz,q2_zz,k1_z,k2_z,k1_zz,k2_zz,mu_z_geo,sig_z_geo,mu_z_ari,sig_z_ari,mu_1minusz_ari,sig_1minusz_ari,mu_1minusz_geo,sig_1minusz_geo,mu_q1,mu_q2,sig_q1,sig_q2,r,zeta1,zeta2,mu_k1,mu_k2,sig_k1,sig_k2,_mu_z,_sig_z,_r_k1,_r_k2,_sidx,_k1_old,_k2_old,_k1zoa,_k1zob,_k2zoa,_k2zob
0,0.010086623646448484,0.9986015569409656,0.9885986968091567,0.9885478816620049,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.01,0.01,0.9914212326357768,0.42471053776312906,0,0,0.0,-1.8616606466560908,43.151436357187926,0,0,0.0,1.1378858128998828,0.0,0.0,0.0,0.0,1.1454468070401735,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.019900692413954153,0.9956254379590885,0.0,,,,0.010086623646448484,0.0,0.9914212326357768,,,0.0,0.0,,,,0.98017299700437,-1.434505014029382,0.0,,,,0.9986015569409656,0.0,-1.8616606466560908,,,0.0,0.0,,,,0.9999144494609112,0.8589181364162274,0.0,,,,0.9914120275044678,0.0,0.8589181364162274,,,0.0,0.0,,,,0.9999265569408872,0.8627303999428018,0.0,,,,0.9913863974263019,0.0,0.8627303999428018,0.009898989898989899,0.009898989898989899,0.98,0.98,b0min_b1min,0.9914212326357768,-1.8616606466560908,0.42471053776312906,43.151436357187926,0.8589181364162274,0.8627303999428018,0.0,0.0,-0.02822391,-0.0297,-0.0002822391,-0.000297,0.0002822391,0.000297,0.00028509000000000005,0.00030000000000000003,-0.0277396197758025,0.0005280750808739459,-0.0291923359504449,0.0005536875125156104,0.26174565,0.001,0.2475,-0.0004991101236820785,-0.00024284461726618482,-0.000507664049555101,-0.0002536875125156104,-0.0002822391,-0.000297,-0.0004991101236820785,-0.00024284461726618482,,0.9914120275044678,0.9913863974263019,0.0,0.0,0.0,0.0
1,0.010086623646448484,0.9986015569409656,0.9885986968091567,0.9885478816620049,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.01,0.99,0.9914212326357768,0.42471053776312906,0,0,0.0,-1.8616606466560908,43.151436357187926,0,0,0.0,1.1378858128998828,0.0,0.0,0.0,0.0,1.1454468070401735,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.019900692413954153,0.9956254379590885,0.0,0.010086623646448484,0.0,0.9914212326357768,,,,,0.0,0.0,,,,,0.98017299700437,-1.434505014029382,0.0,0.9986015569409656,0.0,-1.8616606466560908,,,,,0.0,0.0,,,,,0.9999144494609112,0.8589181364162274,0.0,0.9914120275044678,0.0,0.8589181364162274,,,,,0.0,0.0,,,,,0.9999265569408872,0.8627303999428018,0.0,0.9913863974263019,0.0,0.8627303999428018,,,,0.009898989898989899,0.009898989898989899,0.98,0.98,b0min_b1max,0.9914212326357768,-1.8616606466560908,0.42471053776312906,43.151436357187926,0.8589181364162274,0.8627303999428018,0.0,0.0,-0.02822391,-0.0297,-0.0002822391,-0.000297,0.0002822391,0.000297,0.00028509000000000005,0.00030000000000000003,-0.0277396197758025,0.0005280750808739459,-0.0291923359504449,0.0005536875125156104,0.26174565,0.001,0.2475,-0.0004991101236820785,-0.00024284461726618482,-0.000507664049555101,-0.0002536875125156104,-0.0002822391,-0.000297,-0.0004991101236820785,-0.00024284461726618482,,0.9914120275044678,0.9913863974263019,0.0,0.0,0.0,0.0
2,0.019900692413954153,0.98017299700437,0.9998626169772565,0.9998866480347258,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.0198989898989899,0.01,0.9956254379590885,0.6413268932236005,0,0,0.0,-1.434505014029382,64.91464493641536,0,0,0.0,1.1378858128998828,0.0,0.0,0.0,0.0,1.1454468070401735,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.010086623646448484,0.9914212326357768,0.0,0.029797995953517304,0.999914004188407,0.0,,,,0.019900692413954153,0.0,0.9956254379590885,0.0,,0.0,0.0,0.9986015569409656,-1.8616606466560908,0.0,0.9702012556531112,-1.0036374502386167,0.0,,,,0.98017299700437,0.0,-1.434505014029382,0.0,,0.0,0.0,0.9914120275044678,0.8589181364162274,0.0,0.9999994578314081,0.008587580284886168,0.0,,,,0.9999144494609112,0.0,0.8589181364162274,0.0,,0.0,0.0,0.9913863974263019,0.8627303999428018,0.0,1.0000007880312507,0.007498855046928048,0.0,,,,0.9999265569408872,0.0,0.8627303999428018,0.009898989898989899,0.009898989898989897,0.98,0.98,b0_b1min,0.9956254379590885,-1.434505014029382,0.6413268932236005,64.91464493641536,0.8589181364162274,0.8627303999428018,0.0,0.0,-0.027950431505968782,-0.029403030303030306,-0.0005561853542096818,-0.0005850906029996939,0.0005561853542096818,0.0005850906029996939,0.0005674775849403123,0.0005969696969696969,-0.027820263853758968,0.0008253255597930137,-0.02927190048165625,0.0008562931301205734,0.2609903510713193,0.00198989898989899,0.24502525252525253,-0.00013400607129125314,-0.00025762591797841506,-0.00013112982137405624,-0.0002593234331508765,-0.0005561853542096818,-0.0005850906029996939,-0.00013400607129125314,-0.00025762591797841506,,0.9999144494609112,0.9999265569408872,0.0,0.0,0.0,0.0
3,0.019900692413954153,0.98017299700437,0.9998626169772565,0.9998866480347258,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.0198989898989899,0.99,0.9956254379590885,0.6413268932236005,0,0,0.0,-1.434505014029382,64.91464493641536,0,0,0.0,1.1378858128998828,0.0,0.0,0.0,0.0,1.1454468070401735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.010086623646448484,0.9914212326357768,0.0,0.029797995953517304,0.999914004188407,0.0,0.019900692413954153,0.0,0.9956254379590885,,,,0.0,0.0,0.0,,0.9986015569409656,-1.8616606466560908,0.0,0.9702012556531112,-1.0036374502386167,0.0,0.98017299700437,0.0,-1.434505014029382,,,,0.0,0.0,0.0,,0.9914120275044678,0.8589181364162274,0.0,0.9999994578314081,0.008587580284886168,0.0,0.9999144494609112,0.0,0.8589181364162274,,,,0.0,0.0,0.0,,0.9913863974263019,0.8627303999428018,0.0,1.0000007880312507,0.007498855046928048,0.0,0.9999265569408872,0.0,0.8627303999428018,,,,0.009898989898989899,0.009898989898989897,0.98,0.98,b0_b1max,0.9956254379590885,-1.434505014029382,0.6413268932236005,64.91464493641536,0.8589181364162274,0.8627303999428018,0.0,0.0,-0.027950431505968782,-0.029403030303030306,-0.0005561853542096818,-0.0005850906029996939,0.0005561853542096818,0.0005850906029996939,0.0005674775849403123,0.0005969696969696969,-0.027820263853758968,0.0008253255597930137,-0.02927190048165625,0.0008562931301205734,0.2609903510713193,0.00198989898989899,0.24502525252525253,-0.00013400607129125314,-0.00025762591797841506,-0.00013112982137405624,-0.0002593234331508765,-0.0005561853542096818,-0.0005850906029996939,-0.00013400607129125314,-0.00025762591797841506,,0.9999144494609112,0.9999265569408872,0.0,0.0,0.0,0.0
4,0.029797995953517304,0.9702012556531112,0.9999990680967139,1.0000017874323137,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.029797979797979796,0.01,0.999914004188407,0.43753514518643144,0,0,0.0,-1.0036374502386167,43.71209500281112,0,0,0.0,0.013784347781918026,-113.55718882314137,0.0,0.0,0.0,0.011631428940001477,-114.53849227746639,0.0,0.0,0.0,0.0,,0.0,0.0,0.019900692413954153,0.9956254379590885,0.0,0.03969696966859332,0.9999991836950772,0.0,,,,0.029797995953517304,0.0,0.999914004188407,0.0,,0.0,0.0,0.98017299700437,-1.434505014029382,0.0,0.9603030030400499,-0.999961404027119,0.0,,,,0.9702012556531112,0.0,-1.0036374502386167,0.0,,0.0,0.0,0.9999144494609112,0.8589181364162274,0.0,1.0000000007148249,5.4842304347824104e-05,0.0,,,,0.9999994578314081,0.0,0.008587580284886168,0.0,,0.0,0.0,0.9999265569408872,0.8627303999428018,0.0,1.0000000283899773,-7.673927150057965e-05,0.0,,,,1.0000007880312507,0.0,0.007498855046928048,0.009898989898989897,0.0098989898989899,0.98,0.98,b0_b1min,0.999914004188407,-1.0036374502386167,0.43753514518643144,43.71209500281112,0.008587580284886168,0.007498855046928048,-85.90073985408449,-86.39583973948113,-0.02767677662993572,-0.029106060606060604,-0.0008247120308920239,-0.0008673018059381694,0.0008247120308920239,0.0008673018059381694,0.0008500415518824609,0.0008939393939393938,-0.027668859030384352,0.0008700795483267624,-0.029103541827721662,0.000897191761015776,0.2602265270125497,0.00297979797979798,0.24255050505050504,-7.990904922108687e-06,-2.0035078447356782e-05,-2.518778338941874e-06,-3.252367076382232e-06,-0.0008247120308920239,-0.0008673018059381694,-7.990904922108687e-06,-2.0035078447356782e-05,,0.9999994578314081,1.0000007880312507,0.0,0.0,0.0,0.0
5,0.029797995953517304,0.9702012556531112,0.9999990680967139,1.0000017874323137,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.029797979797979796,0.99,0.999914004188407,0.43753514518643144,0,0,0.0,-1.0036374502386167,43.71209500281112,0,0,0.0,0.013784347781918026,-113.55718882314137,0.0,0.0,0.0,0.011631428940001477,-114.53849227746639,0.0,0.0,0.0,0.0,0.0,0.0,,0.019900692413954153,0.9956254379590885,0.0,0.03969696966859332,0.9999991836950772,0.0,0.029797995953517304,0.0,0.999914004188407,,,,0.0,0.0,0.0,,0.98017299700437,-1.434505014029382,0.0,0.9603030030400499,-0.999961404027119,0.0,0.9702012556531112,0.0,-1.0036374502386167,,,,0.0,0.0,0.0,,0.9999144494609112,0.8589181364162274,0.0,1.0000000007148249,5.4842304347824104e-05,0.0,0.9999994578314081,0.0,0.008587580284886168,,,,0.0,0.0,0.0,,0.9999265569408872,0.8627303999428018,0.0,1.0000000283899773,-7.673927150057965e-05,0.0,1.0000007880312507,0.0,0.007498855046928048,,,,0.009898989898989897,0.0098989898989899,0.98,0.98,b0_b1max,0.999914004188407,-1.0036374502386167,0.43753514518643144,43.71209500281112,0.008587580284886168,0.007498855046928048,-85.90073985408449,-86.39583973948113,-0.02767677662993572,-0.029106060606060604,-0.0008247120308920239,-0.0008673018059381694,0.0008247120308920239,0.0008673018059381694,0.0008500415518824609,0.0008939393939393938,-0.027668859030384352,0.0008700795483267624,-0.029103541827721662,0.000897191761015776,0.2602265270125497,0.00297979797979798,0.24255050505050504,-7.990904922108687e-06,-2.0035078447356782e-05,-2.518778338941874e-06,-3.252367076382232e-06,-0.0008247120308920239,-0.0008673018059381694,-7.990904922108687e-06,-2.0035078447356782e-05,,0.9999994578314081,1.0000007880312507,0.0,0.0,0.0,0.0
6,0.03969696966859332,0.9603030030400499,1.000000006320381,1.0000000691705386,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.039696969696969696,0.01,0.9999991836950772,0.00864617214631812,0,0,0.0,-0.999961404027119,0.3694757403114626,0,0,0.0,9.477973780915678e-05,-1.3829257513946713,0.0,0.0,0.0,-0.0001735795058504734,-1.192546771570758,0.0,0.0,0.0,0.0,,0.0,0.0,0.029797995953517304,0.999914004188407,0.0,0.049595959590308734,1.0000000014232193,0.0,,,,0.03969696966859332,0.0,0.9999991836950772,0.0,,0.0,0.0,0.9702012556531112,-1.0036374502386167,0.0,0.9504040399774227,-0.9999986232075844,0.0,,,,0.9603030030400499,0.0,-0.999961404027119,0.0,,0.0,0.0,0.9999994578314081,0.008587580284886168,0.0,1.000000000113938,-6.070183947329899e-08,0.0,,,,1.0000000007148249,0.0,5.4842304347824104e-05,0.0,,0.0,0.0,1.0000007880312507,0.007498855046928048,0.0,1.0000000004488803,-2.8226210226277104e-06,0.0,,,,1.0000000283899773,0.0,-7.673927150057965e-05,0.0098989898989899,0.0098989898989899,0.98,0.98,b0_b1min,0.9999991836950772,-0.999961404027119,0.00864617214631812,0.3694757403114626,5.4842304347824104e-05,-7.673927150057965e-05,-0.8619806735441795,-0.7652896301269735,-0.02740294537190083,-0.028809090909090913,-0.0010878138920360633,-0.0011436336088154271,0.0010878138920360633,0.0011436336088154271,0.0011327819008264464,0.001190909090909091,-0.027402780589420136,0.0011329898184385143,-0.02880906741268162,0.0011908631604226917,0.25945417782369146,0.003969696969696969,0.24007575757575758,-1.654593903345402e-07,-2.0797230899201858e-07,-2.3496409293916054e-08,4.5930486399252055e-08,-0.0010878138920360633,-0.0011436336088154271,-1.654593903345402e-07,-2.0797230899201858e-07,,1.0000000007148249,1.0000000283899773,0.0,0.0,0.0,0.0
7,0.03969696966859332,0.9603030030400499,1.000000006320381,1.0000000691705386,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.039696969696969696,0.99,0.9999991836950772,0.00864617214631812,0,0,0.0,-0.999961404027119,0.3694757403114626,0,0,0.0,9.477973780915678e-05,-1.3829257513946713,0.0,0.0,0.0,-0.0001735795058504734,-1.192546771570758,0.0,0.0,0.0,0.0,0.0,0.0,,0.029797995953517304,0.999914004188407,0.0,0.049595959590308734,1.0000000014232193,0.0,0.03969696966859332,0.0,0.9999991836950772,,,,0.0,0.0,0.0,,0.9702012556531112,-1.0036374502386167,0.0,0.9504040399774227,-0.9999986232075844,0.0,0.9603030030400499,0.0,-0.999961404027119,,,,0.0,0.0,0.0,,0.9999994578314081,0.008587580284886168,0.0,1.000000000113938,-6.070183947329899e-08,0.0,1.0000000007148249,0.0,5.4842304347824104e-05,,,,0.0,0.0,0.0,,1.0000007880312507,0.007498855046928048,0.0,1.0000000004488803,-2.8226210226277104e-06,0.0,1.0000000283899773,0.0,-7.673927150057965e-05,,,,0.0098989898989899,0.0098989898989899,0.98,0.98,b0_b1max,0.9999991836950772,-0.999961404027119,0.00864617214631812,0.3694757403114626,5.4842304347824104e-05,-7.673927150057965e-05,-0.8619806735441795,-0.7652896301269735,-0.02740294537190083,-0.028809090909090913,-0.0010878138920360633,-0.0011436336088154271,0.0010878138920360633,0.0011436336088154271,0.0011327819008264464,0.001190909090909091,-0.027402780589420136,0.0011329898184385143,-0.02880906741268162,0.0011908631604226917,0.25945417782369146,0.003969696969696969,0.24007575757575758,-1.654593903345402e-07,-2.0797230899201858e-07,-2.3496409293916054e-08,4.5930486399252055e-08,-0.0010878138920360633,-0.0011436336088154271,-1.654593903345402e-07,-2.0797230899201858e-07,,1.0000000007148249,1.0000000283899773,0.0,0.0,0.0,0.0
8,0.049595959590308734,0.9504040399774227,1.0000000003627518,1.0000000008490717,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.049595959595959596,0.01,1.0000000014232193,8.254974586785554e-05,0,0,0.0,-0.9999986232075844,-0.003828350507336044,0,0,0.0,-6.01842141429454e-07,-0.009635486137865343,0.0,0.0,0.0,-6.901862475416681e-06,0.016837843565439402,0.0,0.0,0.0,0.0,,0.0,0.0,0.03969696966859332,0.9999991836950772,0.0,0.05949494949474999,1.000000000285136,0.0,,,,0.049595959590308734,0.0,1.0000000014232193,0.0,,0.0,0.0,0.9603030030400499,-0.999961404027119,0.0,0.9405050504997785,-0.9999999784526573,0.0,,,,0.9504040399774227,0.0,-0.9999986232075844,0.0,,0.0,0.0,1.0000000007148249,5.4842304347824104e-05,0.0,1.0000000000033533,-1.1171306736810849e-08,0.0,,,,1.000000000113938,0.0,-6.070183947329899e-08,0.0,,0.0,0.0,1.0000000283899773,-7.673927150057965e-05,0.0,1.0000000000056055,-4.4779796197633224e-08,0.0,,,,1.0000000004488803,0.0,-2.8226210226277104e-06,0.0098989898989899,0.0098989898989899,0.98,0.98,b0_b1min,1.0000000014232193,-0.9999986232075844,8.254974586785554e-05,-0.003828350507336044,-6.070183947329899e-08,-2.8226210226277104e-06,-0.005546324094431064,0.007467090201344124,-0.027128937731864096,-0.02851212121212121,-0.0013454856996308355,-0.0014140860116314661,0.0013454856996308355,0.0014140860116314661,0.0014156986317722681,0.0014878787878787878,-0.027128936109420788,0.00141569265588173,-0.02851212125594883,0.0014878767400464358,0.2586733035047444,0.00495959595959596,0.2376010101010101,-1.6211936897982399e-09,5.972843615930715e-09,4.3827618617653386e-11,2.0478323520430053e-09,-0.0013454856996308355,-0.0014140860116314661,-1.6211936897982399e-09,5.972843615930715e-09,,1.000000000113938,1.0000000004488803,0.0,0.0,0.0,0.0
9,0.049595959590308734,0.9504040399774227,1.0000000003627518,1.0000000008490717,5,0.05,0.02,0.02,0.05,0.05,0.0001,0,0,0,0,0.049595959595959596,0.99,1.0000000014232193,8.254974586785554e-05,0,0,0.0,-0.9999986232075844,-0.003828350507336044,0,0,0.0,-6.01842141429454e-07,-0.009635486137865343,0.0,0.0,0.0,-6.901862475416681e-06,0.016837843565439402,0.0,0.0,0.0,0.0,0.0,0.0,,0.03969696966859332,0.9999991836950772,0.0,0.05949494949474999,1.000000000285136,0.0,0.049595959590308734,0.0,1.0000000014232193,,,,0.0,0.0,0.0,,0.9603030030400499,-0.999961404027119,0.0,0.9405050504997785,-0.9999999784526573,0.0,0.9504040399774227,0.0,-0.9999986232075844,,,,0.0,0.0,0.0,,1.0000000007148249,5.4842304347824104e-05,0.0,1.0000000000033533,-1.1171306736810849e-08,0.0,1.000000000113938,0.0,-6.070183947329899e-08,,,,0.0,0.0,0.0,,1.0000000283899773,-7.673927150057965e-05,0.0,1.0000000000056055,-4.4779796197633224e-08,0.0,1.0000000004488803,0.0,-2.8226210226277104e-06,,,,0.0098989898989899,0.0098989898989899,0.98,0.98,b0_b1max,1.0000000014232193,-0.9999986232075844,8.254974586785554e-05,-0.003828350507336044,-6.070183947329899e-08,-2.8226210226277104e-06,-0.005546324094431064,0.007467090201344124,-0.027128937731864096,-0.02851212121212121,-0.0013454856996308355,-0.0014140860116314661,0.0013454856996308355,0.0014140860116314661,0.0014156986317722681,0.0014878787878787878,-0.027128936109420788,0.00141569265588173,-0.02851212125594883,0.0014878767400464358,0.2586733035047444,0.00495959595959596,0.2376010101010101,-1.6211936897982399e-09,5.972843615930715e-09,4.3827618617653386e-11,2.0478323520430053e-09,-0.0013454856996308355,-0.0014140860116314661,-1.6211936897982399e-09,5.972843615930715e-09,,1.000000000113938,1.0000000004488803,0.0,0.0,0.0,0.0
