epoch,endogvar_q_cond_q_min,endogvar_q_cond_q_max,endogvar_psi_cond_psi_min,endogvar_psi_cond_psi_max,endogeq_1,endogeq_2,hjbeq_1,hjbeq_2,total_loss
0,0.042711418122053146,0.4864506721496582,0.4301992356777191,0.11939461529254913,0.017380937933921814,0.03997846692800522,0.116508349776268,0.11989771574735641,0.3045530319213867
100,0.06273041665554047,0.014154169708490372,0.021306170150637627,0.027531908825039864,0.0013504327507689595,0.002306413371115923,0.0018474410753697157,0.002329489914700389,0.00909100379794836
200,0.04854747653007507,0.011688481085002422,0.028784871101379395,0.026279767975211143,0.0009939586743712425,0.0021960593294352293,0.0013656000373885036,0.0024180051404982805,0.008126629516482353
300,0.012320239096879959,0.015396769158542156,0.01790711097419262,0.012100322172045708,0.0003253416798543185,0.0012807371094822884,0.0006530647515319288,0.0018999739550054073,0.004736362025141716
400,0.012587098404765129,0.015340737998485565,0.013717098161578178,0.006499513052403927,0.000228401375352405,0.0006620313506573439,0.00048589325160719454,0.0011870170710608363,0.003044787561520934
500,0.006911701522767544,0.018180280923843384,0.007267865817993879,0.005714253056794405,0.00023928977316245437,0.0004609076422639191,0.0003584067162591964,0.000748302205465734,0.0021876473911106586
600,0.0051918053068220615,0.019070938229560852,0.00719653582200408,0.005435430910438299,0.0002444387355353683,0.00037991764838807285,0.0003234425385016948,0.0006757756927981973,0.001992521807551384
700,0.004075541161000729,0.017872435972094536,0.0065590082667768,0.005078573245555162,0.00023683776089455932,0.0003478973812889308,0.0002862908295355737,0.0005887003499083221,0.0017955820076167583
800,0.0028219979722052813,0.018178818747401237,0.004624239169061184,0.005212401505559683,0.0002400137163931504,0.00031068833777680993,0.0003141869092360139,0.00043404329335317016,0.0016073067672550678
900,0.002372289542108774,0.017185553908348083,0.003790245158597827,0.0048819552175700665,0.00023927869915496558,0.00029989166068844497,0.0002075614465866238,0.0002363375824643299,0.0012653697049245238
1000,0.0022099122870713472,0.017820125445723534,0.0035491804592311382,0.004993076901882887,0.00024364156706724316,0.0002781874209176749,0.00018337871006224304,0.00016458718164358288,0.0011555177625268698
1100,0.0022912572603672743,0.017027180641889572,0.003322935663163662,0.004638048820197582,0.0002311636199010536,0.00025026369257830083,0.0001747597416397184,0.00015398254618048668,0.0010829638922587037
1200,0.003155627753585577,0.019460663199424744,0.0029872083105146885,0.0055069709196686745,0.0002473148633725941,0.00021862887660972774,0.00015337337390519679,0.00014733412535861135,0.0010777558200061321
