epoch,endogeq_1,constraint_1,hjbeq_1,hjbeq_2,total_loss
0,0.030382372438907623,0.013976461254060268,0.11652708798646927,0.1199401319026947,0.28082606196403503
1,0.029265960678458214,0.01413722988218069,0.11159435659646988,0.11513905972242355,0.27013659477233887
2,0.02811565436422825,0.01428014226257801,0.1065855547785759,0.1103195995092392,0.25930094718933105
3,0.02685905061662197,0.014422797597944736,0.1011090949177742,0.10511364787817001,0.2475045919418335
4,0.025432799011468887,0.014572402462363243,0.09489952027797699,0.09924892336130142,0.2341536283493042
5,0.02377372421324253,0.014741436578333378,0.08777035027742386,0.09253524243831635,0.2188207507133484
6,0.02181803435087204,0.014943663962185383,0.07960871607065201,0.08487001806497574,0.2012404203414917
7,0.019507775083184242,0.015190972946584225,0.07041340321302414,0.07626418769359589,0.18137633800506592
8,0.01680125668644905,0.01549310702830553,0.06033395975828171,0.0668729841709137,0.159501314163208
9,0.013693032786250114,0.015855763107538223,0.04971303418278694,0.05703537538647652,0.13629721105098724
10,0.010250857099890709,0.016274141147732735,0.03912502899765968,0.04730850085616112,0.11295853555202484
11,0.006677818018943071,0.01671736314892769,0.02938908524811268,0.03847083821892738,0.09125509858131409
12,0.0034042673651129007,0.01711176335811615,0.0215069018304348,0.031435176730155945,0.07345810532569885
13,0.0011897478252649307,0.017322786152362823,0.01642441749572754,0.026959221810102463,0.06189617142081261
14,0.0011014912743121386,0.017127947881817818,0.01444572675973177,0.02504379115998745,0.05771895498037338
15,0.019923700019717216,0.010031990706920624,0.009215249679982662,0.017292750999331474,0.05646368861198425
16,0.017540860921144485,0.00877120066434145,0.007245032116770744,0.015598195604979992,0.04915529116988182
17,0.013813958503305912,0.007741444278508425,0.005866561084985733,0.01463512983173132,0.0420570932328701
18,0.010034927166998386,0.0069105117581784725,0.005183876026421785,0.014464895240962505,0.036594208329916
19,0.00695779686793685,0.006242692936211824,0.005145479459315538,0.015000118874013424,0.033346086740493774
20,0.0048177288845181465,0.005704647861421108,0.005590456072241068,0.016039302572607994,0.03215213492512703
21,0.0035665943287312984,0.003645378863438964,0.005676603410393,0.018128355965018272,0.031016932800412178
22,0.0042343768291175365,0.00353053817525506,0.004649213049560785,0.016865162178874016,0.02927928976714611
23,0.005116872023791075,0.003437582403421402,0.003652615239843726,0.01553853414952755,0.027745604515075684
24,0.006168199237436056,0.0033656812738627195,0.0027834689244627953,0.014264059253036976,0.026581408455967903
25,0.007263187784701586,0.0033138939179480076,0.0021038982085883617,0.013128530234098434,0.025809509679675102
26,0.008207738399505615,0.003281072247773409,0.001633304520510137,0.012178760021924973,0.025300875306129456
27,0.008792098611593246,0.003265868639573455,0.0013511670986190438,0.011419892311096191,0.02482902631163597
28,0.008870917372405529,0.0032668537460267544,0.0012106267968192697,0.010824503377079964,0.02417290210723877
29,0.00842442736029625,0.0032826727256178856,0.001157052698545158,0.010348246432840824,0.02321239933371544
30,0.007561965845525265,0.0033121258020401,0.0011434658663347363,0.009944545105099678,0.021962102502584457
