outer_loop_iter,kappa_mean_val,kappa_abs,kappa_rel,total
0,0.9999883770942688,0.0011630809167400002,0.0011630809167400002,0.0011630809167400002
1,0.9999901652336121,5.965650052530691e-05,5.9683839936042204e-05,5.965650052530691e-05
