epoch,endogeq_1,endogeq_2,endogeq_3,hjbeq_1,hjbeq_2,total_loss
0,0.9934893250465393,3.590877893057011e-19,0.9417197704315186,5.890694618225098,0.014569048769772053,7.840473175048828
100,0.9265203475952148,4.9897195527868636e-17,0.08922383189201355,0.5784477591514587,0.20588621497154236,1.800078272819519
200,0.8319090604782104,3.82753740959476e-17,0.03187982738018036,0.22216562926769257,0.09725174307823181,1.18320631980896
300,0.2346530556678772,1.3772837613235566e-17,0.008444334380328655,0.050441011786460876,0.023118222132325172,0.31665661931037903
400,0.0013479245826601982,7.830542491860801e-18,0.011326332576572895,0.026138974353671074,0.010636452585458755,0.04944968596100807
500,0.0014072482008486986,6.711645469352679e-18,0.009392482228577137,0.024315647780895233,0.00736810639500618,0.042483482509851456
600,0.002323791617527604,9.017093375898717e-18,0.007625816389918327,0.019445594400167465,0.006315810605883598,0.03571101278066635
700,0.0031381389126181602,1.031553367267423e-17,0.005258506629616022,0.015701351687312126,0.005816568620502949,0.02991456538438797
800,0.004039652645587921,1.1660811417274334e-17,0.004264292772859335,0.008814251981675625,0.0032694265246391296,0.020387623459100723
900,0.004559611435979605,1.5776443591948248e-17,0.0031361307483166456,0.007902727462351322,0.003458096645772457,0.019056566059589386
1000,0.004718226380646229,1.3788449820116892e-17,0.0029579182155430317,0.008462132886052132,0.0020725117065012455,0.018210789188742638
1100,0.0038447855040431023,1.3901206945317058e-17,0.002640089252963662,0.00569921126589179,0.0018081944435834885,0.013992279767990112
1200,0.0033846856094896793,1.0986004090998475e-17,0.001944690477102995,0.003086073324084282,0.0015584490029141307,0.009973898530006409
1300,0.0027379952371120453,1.0167214398579185e-17,0.0015416446840390563,0.003171132877469063,0.0016518569318577647,0.009102629497647285
1400,0.0028558627236634493,1.4608974110280706e-17,0.0014210386434569955,0.005347936414182186,0.0015302246902137995,0.011155062355101109
1500,0.0019761198200285435,1.0151602191697859e-17,0.0013420040486380458,0.0017074773786589503,0.0011757428292185068,0.006201344542205334
1600,0.0017090269830077887,1.110483272189478e-17,0.001358376001007855,0.0017616632394492626,0.0011139764683321118,0.005943042691797018
1700,0.0014614873798564076,9.743941943232738e-18,0.001138641033321619,0.009608972817659378,0.0012478060089051723,0.013456907123327255
1800,0.0015460539143532515,1.1801324587928717e-17,0.001222666585817933,0.0012534308480098844,0.0009359008399769664,0.004958052188158035
1900,0.0015550915850326419,1.1228865973205269e-17,0.0009838578989729285,0.0009477348648943007,0.000787183700595051,0.004273868165910244
2000,0.001378950895741582,1.2948844127582705e-17,0.0009552751434966922,0.0008575190440751612,0.0008151690126396716,0.004006913863122463
2100,0.0011615222319960594,1.0740540725765201e-17,0.0009874255629256368,0.0015862284926697612,0.0007379190064966679,0.004473095294088125
2200,0.0011159343412145972,1.2265362985403615e-17,0.0008345997775904834,0.0013719317503273487,0.0006761111435480416,0.003998577129095793
2300,0.001005886704660952,1.1677291336618228e-17,0.0007546856650151312,0.0005216143326833844,0.000613856129348278,0.0028960430063307285
2400,0.0011934248032048345,1.1746680209482851e-17,0.0007066089892759919,0.0005311567801982164,0.0007036396418698132,0.003134830156341195
2500,0.0010068743722513318,1.1305193237047987e-17,0.0007014157017692924,0.0004585462447721511,0.0005063059506937861,0.002673142123967409
2600,0.0009367610909976065,1.1613973969449744e-17,0.0007768862415105104,0.0021783027332276106,0.0005980863934382796,0.004490036517381668
2700,0.0008996737306006253,1.0567936256066211e-17,0.0005836337804794312,0.0010581689421087503,0.0004347541544120759,0.002976230578497052
2800,0.0010108735878020525,1.2940170311679474e-17,0.0005775034660473466,0.0008444686536677182,0.0004067702393513173,0.002839616034179926
2900,0.0010203259298577905,9.671951587341635e-18,0.00048642969341017306,0.00043912918772548437,0.0003317485679872334,0.0022776334080845118
3000,0.0008284262730740011,1.1819539105017135e-17,0.0005108541226945817,0.00027933091041631997,0.00029662979068234563,0.0019152411259710789
3100,0.0008546787430532277,1.1884591069930142e-17,0.0005184324108995497,0.0032302318140864372,0.0003094232233706862,0.00491276616230607
3200,0.0005957848043181002,8.844488079019114e-18,0.0005601620650850236,0.0006161758210510015,0.00039427849696949124,0.0021664011292159557
3300,0.0008398826466873288,1.4931632451819265e-17,0.0006058546714484692,0.0005313624278642237,0.0002758558257482946,0.002252955688163638
3400,0.0007257912075147033,1.163305619900073e-17,0.0004904890083707869,0.00033921594149433076,0.00035558349918574095,0.0019110797438770533
3500,0.0007619737880304456,1.2390263121996059e-17,0.00045445701107382774,0.00039020038093440235,0.00023489313025493175,0.0018415243830531836
3600,0.000667865970171988,9.894863527534875e-18,0.0004682032158598304,0.000561643042601645,0.0002890343312174082,0.0019867466762661934
3700,0.0007047555991448462,1.2848230013774818e-17,0.0005320027121342719,0.0004684224841184914,0.00022527470719069242,0.0019304555607959628
3800,0.0006395506206899881,1.0169816708786277e-17,0.0003919939626939595,0.007012541871517897,0.000264225818682462,0.00830831192433834
3900,0.0007349209627136588,1.4618514811465892e-17,0.0004609777533914894,0.00039675968582741916,0.0002075212833005935,0.0018001797143369913
4000,0.0005876636714674532,1.1744078726456372e-17,0.00032852630829438567,0.001030536717735231,0.0002396031195530668,0.0021863298024982214
4100,0.0006172970170155168,1.0583548462947537e-17,0.0003410902281757444,0.00028069925610907376,0.00022897169401403517,0.0014680582098662853
4200,0.0005394124309532344,1.0259155523664454e-17,0.000364543404430151,0.000342878105584532,0.00017578918777871877,0.001422623172402382
4300,0.0006209101411513984,1.2310465835483681e-17,0.000390325381886214,0.0011568008922040462,0.00019989372231066227,0.002367930253967643
4400,0.0007008491666056216,1.0972126481861672e-17,0.00033975625410676,0.00047470524441450834,0.00020111186313442886,0.0017164224991574883
4500,0.0004720105498563498,9.715319012496565e-18,0.0003699473454616964,0.00040530978003516793,0.00024023956211749464,0.001487507252022624
4600,0.0005220341845415533,1.0851563253220844e-17,0.000338681013090536,0.0003146629605907947,0.00019238929962739348,0.0013677673414349556
4700,0.0005115026724524796,1.0414413188737594e-17,0.0003774399810936302,0.0004954483010806143,0.00017506838776171207,0.0015594593714922667
4800,0.0004486879042815417,1.0115173157521024e-17,0.0003328233433421701,0.0003155105223413557,0.00015774244093336165,0.0012547641526907682
4900,0.00047476429608650506,1.1105700434357348e-17,0.0002947527973446995,0.00024519531871192157,0.0001589929888723418,0.0011737053282558918
5000,0.0004484735254663974,1.0162878317808182e-17,0.00028771531651727855,0.00028256801306270063,0.00013133890752214938,0.0011500958353281021
5100,0.0004972642054781318,1.144570640770237e-17,0.000397880794480443,0.0006216515903361142,0.00014808088599238545,0.00166487751994282
5200,0.0004280124558135867,1.179438536977001e-17,0.00031271172338165343,0.00034835186670534313,0.00016002211486920714,0.0012490982189774513
5300,0.0004091008740942925,1.0356299614802681e-17,0.0003018274437636137,0.0003722900873981416,0.00013493516598828137,0.0012181536294519901
5400,0.00035211557406000793,9.30939418895658e-18,0.0004950211150571704,0.0007370100356638432,0.00018404795264359564,0.0017681947210803628
5500,0.0004213959036860615,1.2686900843005538e-17,0.00027503256569616497,0.0019425111822783947,0.00013425204087980092,0.0027731917798519135
5600,0.00033870586776174605,9.37357844140702e-18,0.0002599353319965303,0.0002747264225035906,0.000133073641336523,0.0010064413072541356
5700,0.0002920655533671379,1.0396198671649177e-17,0.0002225472271675244,0.0001817115698941052,0.00011817047197837383,0.0008144947933033109
5800,0.00032163402647711337,1.155065660228126e-17,0.00031231672619469464,0.002199731068685651,0.00017167354235425591,0.0030053553637117147
5900,0.0003497455909382552,1.2282709790029464e-17,0.00020453627803362906,0.00022359158901963383,0.00010127360292244703,0.0008791470318101346
6000,0.0003503986226860434,1.1309530144999602e-17,0.00024094709078781307,0.000356886099325493,0.0001123030815506354,0.0010605348506942391
6100,0.0002630406233947724,1.291501657643235e-17,0.0002403014077572152,0.0007347290520556271,0.0001086322808987461,0.0013467033859342337
6200,0.0002893875353038311,9.172351040971858e-18,0.0002280381158925593,0.0003874368849210441,0.00011122797150164843,0.001016090507619083
6300,0.0003551524714566767,1.0946105861332592e-17,0.00023956989753060043,0.0002053090138360858,0.00010129180736839771,0.0009013231610879302
