epoch,endogvar_q_cond_q_min,endogvar_q_cond_q_max,endogvar_psi_cond_psi_min,endogvar_psi_cond_psi_max,system_crisis_region,system_normal_region,total_loss
16100,2.8816430130973458e-08,4.376978779419005e-08,3.3172607771803087e-08,1.63308868650347e-06,0.00030088715720921755,0.00021486369951162487,0.0006896355771459639
16200,2.1991809262544848e-08,4.9640803467809747e-08,2.7274543512589844e-08,1.594813170413545e-11,0.00027956452686339617,0.00021053999080322683,0.0004999968223273754
16300,2.295679735198064e-08,4.707203515863512e-08,2.599024107041714e-08,1.6524523971384042e-09,0.0002801913651637733,0.0002075052325380966,0.0004974637413397431
16400,2.5899282718455652e-08,4.974710066107946e-08,2.239307228535381e-08,5.567113703364157e-07,0.00030924659222364426,0.00019604593398980796,0.0005707676173187792
16500,1.176800878965878e-10,6.630216375924647e-10,2.5095580724610045e-08,1.2789769243681803e-13,0.00030557543504983187,0.0002107368054566905,0.0005188998766243458
16600,3.150718441702338e-08,4.921675156310812e-08,2.705111690204376e-08,1.4210854715202004e-12,0.00029289507074281573,0.0001952714956132695,0.0004989441949874163
16700,2.6439238354214467e-08,3.920662550171983e-08,2.8037030475047686e-08,6.963318810448982e-13,0.00029341570916585624,0.0001930220314534381,0.0004958061035722494
16800,9.908163178806717e-09,1.3956210409560299e-08,2.8358241976889076e-08,2.2737367544323206e-13,0.0002885417197830975,0.00019911454000975937,0.0004928785492666066
16900,2.6439238354214467e-08,3.49837279145504e-08,2.825222367164315e-08,3.552713678800501e-13,0.0002857322106137872,0.00019330559007357806,0.00048800534568727016
17000,4.1761779812077293e-07,5.970878760308551e-07,2.8491879078273996e-08,4.298783551348606e-13,0.0004076328768860549,0.00044531680759973824,0.0009572694543749094
17100,2.5784302692954952e-08,2.9754815500382392e-08,2.7399833513186422e-08,2.2737367544323206e-13,0.00028692767955362797,0.00018897306290455163,0.0004841946647502482
17200,2.8816430130973458e-08,3.095942702202592e-08,2.685172795224844e-08,3.552713678800501e-13,0.00028708967147395015,0.00018652563448995352,0.0004822780902031809
17300,7.90644776316185e-07,1.0089347597386222e-06,2.581949587465715e-08,1.7408297026122455e-11,0.00032047557760961354,0.0003429441712796688,0.000845961389131844
17400,3.112745616817847e-08,2.987832203871221e-08,2.5813584159095626e-08,3.552713678800501e-13,0.0002876631624531001,0.00018243677914142609,0.0004787819052580744
