epoch,endogeq_1,endogeq_2,endogeq_3,hjbeq_1,hjbeq_2,total_loss
0,0.9934923648834229,3.8614944248507384e-19,0.9474730491638184,9.049888610839844,0.014544741250574589,11.005398750305176
100,0.8881165981292725,8.872347191177655e-17,0.1292877197265625,0.5031483173370361,0.12621092796325684,1.646763563156128
200,0.3940865099430084,1.1919002610592961e-17,0.043635569512844086,0.0803062692284584,0.01944475620985031,0.5374731421470642
300,0.0018104026094079018,5.738464997142204e-18,0.005908329039812088,0.034416358917951584,0.004342362284660339,0.04647745192050934
400,0.0017583053559064865,7.28792028183214e-18,0.004180480260401964,0.028187377378344536,0.0034742315765470266,0.03760039433836937
500,0.0020784526132047176,8.578207059309719e-18,0.002795230830088258,0.021202532574534416,0.002551901852712035,0.028628118336200714
600,0.0025395997799932957,1.0402095642236067e-17,0.0023498269729316235,0.014263134449720383,0.001853424240835011,0.021005986258387566
700,0.0028428651858121157,1.1433561741948866e-17,0.002197018824517727,0.009702572599053383,0.0014126806054264307,0.01615513674914837
800,0.0029107544105499983,1.0997105681999549e-17,0.0019903702195733786,0.006496496964246035,0.000987216946668923,0.012384838424623013
900,0.002773906337097287,1.2112879684104977e-17,0.0016275718808174133,0.005006082355976105,0.0007877367315813899,0.010195297189056873
1000,0.002622501691803336,1.1356540473572216e-17,0.0012083869660273194,0.008748220279812813,0.0006711916066706181,0.013250300660729408
1100,0.002173313871026039,1.1063025359375125e-17,0.0008929488831199706,0.004631474614143372,0.0005668150843121111,0.008264552801847458
1200,0.0017958310199901462,9.926434529974187e-18,0.0006432050140574574,0.008174740709364414,0.0005504470318555832,0.011164223775267601
1300,0.0015453866217285395,1.0848266111299207e-17,0.0005031730397604406,0.003562286961823702,0.0004900253261439502,0.006100872065871954
1400,0.0013176799984648824,1.0593956049414679e-17,0.000468062877189368,0.00207614921964705,0.00045460989349521697,0.004316501785069704
1500,0.0011786818504333496,1.0149866766772723e-17,0.0004290631623007357,0.002758967224508524,0.00042561019654385746,0.004792322404682636
1600,0.0010435282019898295,9.874739877592685e-18,0.0003874521644320339,0.0017912546172738075,0.0004089790163561702,0.0036312141455709934
1700,0.0009576938464306295,1.0533934169806606e-17,0.00034227760625071824,0.0016288082115352154,0.000388079002732411,0.003316858783364296
1800,0.0008738088654354215,1.0580078440277877e-17,0.0002930403279606253,0.005970216356217861,0.00039734828169457614,0.007534414064139128
1900,0.0008434856426902115,9.79702377750149e-18,0.0002690113615244627,0.0013551311567425728,0.0003495750715956092,0.002817203290760517
2000,0.0008028062875382602,1.090863457958394e-17,0.00023607323237229139,0.0012514196569100022,0.00032933897455222905,0.002619638107717037
2100,0.0007566362619400024,1.0178663405437531e-17,0.00022051548876333982,0.0014160291757434607,0.00031308774487115443,0.0027062688022851944
2200,0.0007275675889104605,1.1092862591250525e-17,0.00019076871103607118,0.001195156597532332,0.00029430113499984145,0.0024077941197901964
2300,0.0006859232671558857,1.0906899981839416e-17,0.00017019282677210867,0.0034929453395307064,0.0002948041365016252,0.004643865395337343
2400,0.0006630795542150736,1.0953390840987346e-17,0.00015631434507668018,0.0022889147512614727,0.0002778407942969352,0.003386149415746331
2500,0.0006376225501298904,9.994782809628218e-18,0.0001497838384239003,0.001315845875069499,0.0002527360338717699,0.002355988370254636
2600,0.0006071134703233838,1.0223072250983666e-17,0.00013766145275440067,0.003123793052509427,0.00025548323174007237,0.004124051425606012
2700,0.0005901448894292116,9.480610649587707e-18,0.00012797412637155503,0.001417567953467369,0.00022974795137997717,0.0023654350079596043
2800,0.0005688354140147567,9.86814807529125e-18,0.00011558282130863518,0.0007936337497085333,0.00021742278477177024,0.0016954748425632715
2900,0.0005477379891090095,9.621122993061477e-18,0.00010860173642868176,0.0007842227350920439,0.00020649601356126368,0.0016470585251227021
3000,0.0005230883252806962,9.489631054167597e-18,0.00010868557728827,0.001824031351134181,0.00020061414397787303,0.0026564192958176136
3100,0.0005029902094975114,1.017033617821096e-17,0.00010400529572507367,0.0008438434451818466,0.00018494765390641987,0.0016357866115868092
3200,0.00048796948976814747,9.144073871731732e-18,9.437745757168159e-05,0.000592484197113663,0.00017375123570673168,0.0013485823292285204
3300,0.0004642512067221105,1.1262518162065763e-17,0.00011376598558854312,0.0038214668165892363,0.00018102393369190395,0.0045805079862475395
3400,0.00045200198655948043,1.0478770321936058e-17,8.912530756788328e-05,0.0005544243613258004,0.0001526808919152245,0.0012482325546443462
3500,0.00044025815441273153,1.1072045763955015e-17,9.837852121563628e-05,0.004116252064704895,0.00015024191816337407,0.004805130884051323
3600,0.00041996792424470186,9.255096399187375e-18,8.49787684273906e-05,0.000501827395055443,0.00013205950381234288,0.0011388335842639208
3700,0.0004066129622515291,9.571510354281771e-18,8.3696395449806e-05,0.00047770474338904023,0.00012162351049482822,0.0010896376334130764
3800,0.00039362689130939543,9.559367342889493e-18,8.202634489862248e-05,0.0004962143721058965,0.00011240057938266546,0.0010842682095244527
3900,0.0003793545765802264,9.662756647652496e-18,8.205694757634774e-05,0.0005074243526905775,0.00010307800403097644,0.0010719138663262129
4000,0.00037271136534400284,9.319975483352359e-18,9.760823741089553e-05,0.005415098275989294,0.00010362363536842167,0.005989041645079851
4100,0.00035486326669342816,9.926087114116914e-18,0.00010137652861885726,0.0036435516085475683,0.00010292538354406133,0.004202716983854771
4200,0.00034577579936012626,1.0135641741778648e-17,7.931283471407369e-05,0.00042317379848100245,7.824552449164912e-05,0.000926507986150682
4300,0.0003342480049468577,9.6606746340507e-18,0.0001282325538340956,0.006751307286322117,0.00011442493996582925,0.0073282127268612385
4400,0.0003258387150708586,1.0438178087736243e-17,8.470338070765138e-05,0.001064095995388925,6.750498141627759e-05,0.0015421430580317974
4500,0.0003164073859807104,1.0270603703342188e-17,8.213087858166546e-05,0.0010193776106461883,6.150698027340695e-05,0.0014794227899983525
4600,0.00030776610947214067,1.0087069696209534e-17,8.320639608427882e-05,0.0015885678585618734,5.9570371377049014e-05,0.002039110753685236
4700,0.00029968461603857577,9.730410922772595e-18,8.181488374248147e-05,0.0011647117789834738,5.318969488143921e-05,0.0015994010027498007
4800,0.0002918689278885722,9.566305733867588e-18,8.102019637590274e-05,0.0017891103634610772,4.887192335445434e-05,0.0022108713164925575
4900,0.0002830499142874032,9.76198275239252e-18,7.863663631724194e-05,0.00035731217940337956,4.248842014931142e-05,0.000761487171985209
5000,0.0002753592561930418,1.0155417975863566e-17,7.673435902688652e-05,0.00037260554381646216,3.880456279148348e-05,0.0007635036599822342
5100,0.000269415439106524,1.0121417543965186e-17,7.844206993468106e-05,0.0008924283902160823,3.971952173742466e-05,0.001280005439184606
5200,0.00026166546740569174,1.0672712742716466e-17,8.058929233811796e-05,0.0012586000375449657,3.778189420700073e-05,0.0016386366914957762
5300,0.00025673850905150175,1.0325767551212737e-17,8.210669329855591e-05,0.0012167548993602395,3.948139419662766e-05,0.001595081528648734
5400,0.00024776518694125116,9.82200380481998e-18,8.422292012255639e-05,0.0022897589951753616,4.2508094338700175e-05,0.0026642552111297846
5500,0.0002400369121460244,1.009331490983431e-17,8.161945879692212e-05,0.0023400206118822098,3.5085024137515575e-05,0.0026967620942741632
5600,0.00023237886489368975,1.0703590567802457e-17,8.104029984679073e-05,0.00023202598094940186,3.336852751090191e-05,0.0005788136622868478
5700,0.0002290228003403172,1.0044048859731264e-17,7.655395165784284e-05,0.0010353190591558814,2.9651027944055386e-05,0.0013705467572435737
5800,0.00022371349041350186,9.712716702289474e-18,7.17808652552776e-05,0.00031177260098047554,2.8642016332014464e-05,0.0006359089748002589
5900,0.00021720862423535436,1.0800388070264025e-17,7.191173790488392e-05,0.00027081597363576293,2.7006697564502247e-05,0.0005869430606253445
6000,0.00020816117466893047,9.311648256125787e-18,9.332430636277422e-05,0.0037954666186124086,3.3612788683967665e-05,0.004130565095692873
