epoch,endogvar_q_cond_q_min,endogvar_q_cond_q_max,endogvar_psi_cond_psi_min,endogvar_psi_cond_psi_max,endogeq_1,endogeq_2,hjbeq_1,hjbeq_2,total_loss
50,0.10888934135437012,0.015336518175899982,0.03344273939728737,0.05871695280075073,0.0015705698169767857,0.005364897195249796,0.0019483155338093638,0.0015393653884530067,0.012587003409862518
51,0.10450677573680878,0.015845544636249542,0.0324910432100296,0.0600435771048069,0.0015613294672220945,0.00518161291256547,0.0018353878986090422,0.0015207622200250626,0.012227961793541908
52,0.10041935741901398,0.016355272382497787,0.03206762298941612,0.05813812091946602,0.0015393024077638984,0.004954040981829166,0.001723242923617363,0.0015275838086381555,0.011813974007964134
53,0.09661788493394852,0.016852539032697678,0.03204428777098656,0.05371837317943573,0.0015053281094878912,0.004690480884164572,0.0016291036736220121,0.001556841772980988,0.011374085210263729
54,0.09301622211933136,0.017346151173114777,0.0322873592376709,0.04803990572690964,0.00146468635648489,0.004403986036777496,0.0015737536596134305,0.001603123266249895,0.010952446609735489
55,0.08950883895158768,0.017858026549220085,0.03265504911541939,0.04233436658978462,0.0014250787207856774,0.004103659186512232,0.0015620182966813445,0.0016604094998911023,0.01057472825050354
56,0.08604896068572998,0.018399765715003014,0.03297923505306244,0.037379492074251175,0.0013935250462964177,0.0037944018840789795,0.0015882971929386258,0.0017228885553777218,0.010247187688946724
57,0.0827137902379036,0.018942682072520256,0.03304669260978699,0.03333317115902901,0.0013729071943089366,0.0034859110601246357,0.0016706710448488593,0.0017840334912762046,0.009993885643780231
58,0.07970140874385834,0.019403910264372826,0.032618217170238495,0.029829373583197594,0.001359247020445764,0.0032035468611866236,0.0018335357308387756,0.001834647380746901,0.009846506640315056
59,0.07720568776130676,0.01968599110841751,0.0315549261868,0.026381120085716248,0.0013438924215734005,0.002984863007441163,0.0020355922169983387,0.0018655074527487159,0.009778131730854511
60,0.06702939420938492,0.018795683979988098,0.02531406655907631,0.01627558469772339,0.001275614951737225,0.002651266288012266,0.002434048568829894,0.0020241173915565014,0.009659195318818092
61,0.06627588719129562,0.018457574769854546,0.025057153776288033,0.017703760415315628,0.0012919281143695116,0.0026621660217642784,0.0022424093913286924,0.002030073432251811,0.009501520544290543
62,0.06564603000879288,0.01810614950954914,0.024781133979558945,0.020087093114852905,0.0013201301917433739,0.0026627653278410435,0.002068918664008379,0.002030088799074292,0.009368106722831726
63,0.06526084989309311,0.017694871872663498,0.024411635473370552,0.022962436079978943,0.00135049840901047,0.002676580334082246,0.001909577869810164,0.0020304748322814703,0.00927042867988348
64,0.06511793285608292,0.017229866236448288,0.023996548727154732,0.025949997827410698,0.0013770677614957094,0.002705161226913333,0.0017712765838950872,0.002034999430179596,0.009211448952555656
65,0.065106600522995,0.01675809733569622,0.02366388589143753,0.028835853561758995,0.0013990086736157537,0.0027340883389115334,0.0016761322040110826,0.0020457198843359947,0.009198592975735664
66,0.06515472382307053,0.014148020185530186,0.02438843436539173,0.027486572042107582,0.0013029095716774464,0.0025418137665838003,0.001820602803491056,0.0022160224616527557,0.009193126112222672
67,0.0649939551949501,0.014053141698241234,0.023908162489533424,0.027271637693047523,0.0013027265667915344,0.0024946280755102634,0.0018331133760511875,0.002237302251160145,0.009170038625597954
68,0.06481578946113586,0.013983924873173237,0.023271726444363594,0.02742014266550541,0.0013085509417578578,0.0024512549862265587,0.0018351069884374738,0.0022563140373677015,0.00914614275097847
69,0.06463663280010223,0.013934559188783169,0.022556861862540245,0.027728114277124405,0.0013170986203476787,0.002416555304080248,0.0018293397733941674,0.0022729765623807907,0.009124532341957092
70,0.06443081796169281,0.013908663764595985,0.021879076957702637,0.028042903169989586,0.0013263733126223087,0.0023900282103568316,0.0018234692979604006,0.0022877142764627934,0.00911019928753376
71,0.06414808332920074,0.01391548104584217,0.021358437836170197,0.028275685384869576,0.0013356547569856048,0.0023672140669077635,0.0018233135342597961,0.0023011984303593636,0.009104358032345772
72,0.06375502794981003,0.01396163459867239,0.021079737693071365,0.028344878926873207,0.001344154472462833,0.002344384789466858,0.0018282696837559342,0.0023135950323194265,0.009101816453039646
73,0.06326573342084885,0.014044647105038166,0.02107040397822857,0.02813097834587097,0.0013498880434781313,0.0023224325850605965,0.0018369428580626845,0.0023237161803990602,0.009098097681999207
74,0.06273041665554047,0.014154169708490372,0.021306170150637627,0.027531908825039864,0.0013504327507689595,0.002306413371115923,0.0018474410753697157,0.002329489914700389,0.00909100379794836
75,0.06219222769141197,0.014280557632446289,0.021736115217208862,0.026590820401906967,0.0013453599531203508,0.002301144180819392,0.0018549480009824038,0.0023299979511648417,0.009079447016119957
76,0.061658017337322235,0.01442205160856247,0.022305449470877647,0.025541076436638832,0.001337644294835627,0.0023068320006132126,0.0018559504533186555,0.0023264370393007994,0.00906613003462553
77,0.06111473590135574,0.014581963419914246,0.02295844815671444,0.02468366175889969,0.001331966370344162,0.002319111954420805,0.0018482919549569488,0.002320437226444483,0.00905319582670927
78,0.0605684369802475,0.014758341945707798,0.023630188778042793,0.02421552874147892,0.0013314889511093497,0.002333707408979535,0.0018306804122403264,0.0023124604485929012,0.009040061384439468
79,0.06005961820483208,0.014938089065253735,0.024249766021966934,0.024163655936717987,0.001336234388872981,0.0023502109106630087,0.0018041396979242563,0.002302218461409211,0.009026913903653622
80,0.05963899940252304,0.015102297998964787,0.024762488901615143,0.024444278329610825,0.0013441287446767092,0.0023704632185399532,0.0017697883304208517,0.002289773663505912,0.009013635106384754
81,0.05933237820863724,0.015237490646541119,0.025154022499918938,0.02495967596769333,0.0013531893491744995,0.0023942282423377037,0.001730133779346943,0.0022761081345379353,0.009000495076179504
82,0.05913101136684418,0.015340737998485565,0.02545200102031231,0.02563953585922718,0.001362535054795444,0.0024178156163543463,0.001690381788648665,0.002262991853058338,0.008989356458187103
83,0.059013862162828445,0.01541417371481657,0.02570181153714657,0.02640547603368759,0.0013714643428102136,0.0024369582533836365,0.0016546397237107158,0.002252233913168311,0.008980649523437023
84,0.058975134044885635,0.015456070192158222,0.025938043370842934,0.027121810242533684,0.001378110609948635,0.002450348809361458,0.0016253909561783075,0.0022446815855801105,0.008973442018032074
85,0.05902896821498871,0.015459227375686169,0.026172565296292305,0.027611544355750084,0.0013795833801850677,0.002459963085129857,0.001604689983651042,0.00223978771828115,0.008966747671365738
86,0.05918893218040466,0.015417961403727531,0.026401152834296227,0.027748355641961098,0.0013738059205934405,0.002468287944793701,0.0015929931541904807,0.0022363883908838034,0.008959039114415646
87,0.05944640189409256,0.015335609205067158,0.026615271344780922,0.02754290960729122,0.001361252972856164,0.0024756554048508406,0.0015895501710474491,0.0022340037394315004,0.008949864655733109
88,0.05977089703083038,0.015223946422338486,0.026805682107806206,0.027133485302329063,0.0013447209494188428,0.0024801527615636587,0.0015928493812680244,0.0022330498322844505,0.00894011277705431
89,0.06013089045882225,0.015095244161784649,0.02695782296359539,0.02669023908674717,0.0013273939257487655,0.002479896880686283,0.0016004242934286594,0.002233876846730709,0.008930333890020847
90,0.06051236018538475,0.014955875463783741,0.027050193399190903,0.026327261701226234,0.0013111771550029516,0.002475264947861433,0.001609976519830525,0.0022360754664987326,0.008920950815081596
91,0.06091618537902832,0.01480734534561634,0.027063539251685143,0.02608761191368103,0.0012966081267222762,0.002468670951202512,0.0016193214105442166,0.0022387513890862465,0.008912098594009876
92,0.0613388828933239,0.014652227982878685,0.026995982974767685,0.025984950363636017,0.0012838805560022593,0.0024621691554784775,0.0016263675643131137,0.0022411998361349106,0.008903337642550468
93,0.061758577823638916,0.014497978612780571,0.026870816946029663,0.026038166135549545,0.0012735783820971847,0.0024556482676416636,0.001630580285564065,0.002243306953459978,0.008894769474864006
94,0.0621417872607708,0.014354080893099308,0.026728859171271324,0.026256700977683067,0.001266281702555716,0.002447681035846472,0.0016326026525348425,0.0022453879937529564,0.00888676755130291
95,0.0624639131128788,0.014226378872990608,0.026611685752868652,0.02659737505018711,0.0012616256717592478,0.0024379377719014883,0.0016331588849425316,0.00224772235378623,0.008879438042640686
96,0.06272019445896149,0.014114835299551487,0.026549438014626503,0.0269522275775671,0.0012580517213791609,0.0024282163940370083,0.0016330289654433727,0.0022501905914396048,0.00887285452336073
97,0.0629156306385994,0.01401696540415287,0.026559462770819664,0.027200309559702873,0.0012537630973383784,0.002420848933979869,0.0016326415352523327,0.0022523922380059958,0.00886656902730465
98,0.06304658204317093,0.013932880014181137,0.02665017545223236,0.027284538373351097,0.0012480438454076648,0.0024164787027984858,0.0016321887960657477,0.0022541480138897896,0.008860001340508461
99,0.06309759616851807,0.013865807093679905,0.02682098001241684,0.02723539061844349,0.0012415614910423756,0.0024138486478477716,0.001631714403629303,0.002255698200315237,0.008853020146489143
100,0.06305738538503647,0.013818095438182354,0.02705717831850052,0.02712053433060646,0.0012354070786386728,0.002411713358014822,0.0016306848265230656,0.0022572693414986134,0.008845606818795204
101,0.06293364614248276,0.013787771575152874,0.027328405529260635,0.02698618173599243,0.0012301007518544793,0.002410504035651684,0.0016283957520499825,0.002258668188005686,0.008838028647005558
102,0.06274796277284622,0.013769802637398243,0.02759718894958496,0.026853637769818306,0.001225632498972118,0.0024117089342325926,0.0016240180702880025,0.002259463770315051,0.008830509148538113
103,0.06251765787601471,0.013760300353169441,0.02783314138650894,0.02675388753414154,0.0012221959186717868,0.002415791153907776,0.0016168670263141394,0.0022594635374844074,0.008822968229651451
104,0.062247294932603836,0.013758378103375435,0.028021788224577904,0.026737360283732414,0.0012204516679048538,0.0024212836287915707,0.0016071253921836615,0.002258904976770282,0.008815414272248745
105,0.061938218772411346,0.013763846829533577,0.028162498027086258,0.0268362108618021,0.0012208714615553617,0.002426160266622901,0.0015955304261296988,0.002258247695863247,0.008807817474007607
106,0.06160174682736397,0.013773889280855656,0.028261465951800346,0.027024272829294205,0.0012229755520820618,0.0024297048803418875,0.0015830860938876867,0.0022578712087124586,0.00880025140941143
107,0.0612584687769413,0.01378321461379528,0.02832796424627304,0.027224764227867126,0.001225426560267806,0.0024325961712747812,0.0015709350118413568,0.0022579715587198734,0.008792873471975327
108,0.06092502549290657,0.013787314295768738,0.02837466634809971,0.027361873537302017,0.001226933440193534,0.0024353396147489548,0.0015601778868585825,0.002258692402392626,0.008785631507635117
109,0.06060526892542839,0.01378497015684843,0.028416404500603676,0.02740335837006569,0.0012269937433302402,0.0024372099433094263,0.0015518548898398876,0.0022602875251322985,0.008778446353971958
110,0.06029583886265755,0.013777002692222595,0.02846428006887436,0.027355289086699486,0.0012257390189915895,0.0024369831662625074,0.0015465295873582363,0.0022630058228969574,0.008771181106567383
111,0.05999811366200447,0.013763261958956718,0.028519604355096817,0.027229780331254005,0.0012232930166646838,0.002434407826513052,0.0015441422583535314,0.002266802592203021,0.00876375287771225
112,0.05972084775567055,0.013741835951805115,0.02857379801571369,0.02703404612839222,0.0012195659801363945,0.0024305148981511593,0.0015441697323694825,0.002271283185109496,0.008756238967180252
113,0.05947135016322136,0.013711366802453995,0.02861497737467289,0.026790698990225792,0.0012146987719461322,0.0024264135863631964,0.0015456940745934844,0.0022759989369660616,0.008748689666390419
114,0.05924731492996216,0.013673105277121067,0.028634971007704735,0.026552433148026466,0.0012094276025891304,0.002422127639874816,0.001547785708680749,0.0022807323839515448,0.008741151541471481
115,0.059040021151304245,0.013629946857690811,0.028631629422307014,0.026380343362689018,0.0012047345517203212,0.0024169106036424637,0.0015496996929869056,0.0022854553535580635,0.008733619004487991
116,0.05884425342082977,0.013583783060312271,0.028607062995433807,0.02630492113530636,0.0012011253274977207,0.002410535467788577,0.0015508845681324601,0.0022900935728102922,0.008726038970053196
117,0.05866193026304245,0.013534526340663433,0.02856666035950184,0.026312146335840225,0.0011983605800196528,0.0024038038682192564,0.001551058259792626,0.002294457983225584,0.008718432858586311
118,0.05849546194076538,0.013481873087584972,0.028520189225673676,0.026367254555225372,0.001195909921079874,0.00239762756973505,0.0015502150636166334,0.0022984156385064125,0.008710816502571106
119,0.05834031105041504,0.013427159748971462,0.028481896966695786,0.02644490636885166,0.0011935053626075387,0.0023920058738440275,0.0015486952615901828,0.002302070613950491,0.008703220635652542
120,0.0581873394548893,0.013372828252613544,0.028466207906603813,0.026531977578997612,0.0011911422479897738,0.002386283129453659,0.0015469541540369391,0.002305676694959402,0.008695639669895172
121,0.058031115680933,0.013320282101631165,0.028481679037213326,0.02660987339913845,0.0011886770371347666,0.002380247926339507,0.0015452951192855835,0.002309371018782258,0.008688020519912243
122,0.05787305533885956,0.013269300572574139,0.028528107330203056,0.02665131911635399,0.0011857239296659827,0.0023745254147797823,0.0015438192058354616,0.0023130548652261496,0.008680341765284538
123,0.057715483009815216,0.013219471089541912,0.028598694130778313,0.02664259448647499,0.0011820680228993297,0.002369772410020232,0.0015424152370542288,0.0023165682796388865,0.008672586642205715
124,0.05755559727549553,0.013171682134270668,0.028683772310614586,0.026601744815707207,0.0011780242202803493,0.002365877851843834,0.0015408669132739305,0.0023198851849883795,0.008664782159030437
125,0.05738801881670952,0.013127390295267105,0.02877257950603962,0.02656484767794609,0.0011742026545107365,0.0023622584994882345,0.0015389018226414919,0.0023230598308146,0.008656950667500496
126,0.05721165984869003,0.013086988590657711,0.02885371446609497,0.026555528864264488,0.0011709623504430056,0.0023587490431964397,0.001536248135380447,0.0023260482121258974,0.008649086579680443
127,0.05703085660934448,0.01304950937628746,0.02891724556684494,0.02657410502433777,0.0011682399781420827,0.002355775097385049,0.0015327405417338014,0.0023287073709070683,0.008641179651021957
128,0.05684960260987282,0.013013999909162521,0.028958424925804138,0.02661266177892685,0.001165864523500204,0.0023536060471087694,0.0015284114051610231,0.002330983290448785,0.008633211255073547
129,0.0566672682762146,0.012980527244508266,0.02897944301366806,0.026668567210435867,0.0011638251598924398,0.0023518248926848173,0.0015235533937811852,0.002333026845008135,0.00862518884241581
130,0.05648164451122284,0.01294944528490305,0.028987061232328415,0.026736898347735405,0.0011621079174801707,0.0023497790098190308,0.0015185941010713577,0.0023350813426077366,0.008617112413048744
131,0.05629415437579155,0.012920234352350235,0.02898852713406086,0.026797661557793617,0.0011604202445596457,0.0023473117034882307,0.0015139573952183127,0.0023372871801257133,0.008608981966972351
132,0.05610936880111694,0.012891659513115883,0.028989391401410103,0.026822781190276146,0.0011582939187064767,0.002344738692045212,0.0015099745942279696,0.002339647151529789,0.008600786328315735
133,0.05592980608344078,0.012863018549978733,0.028993694111704826,0.026798633858561516,0.0011554905213415623,0.0023421896621584892,0.0015068149659782648,0.002342157531529665,0.008592505007982254
134,0.05575381964445114,0.012834622524678707,0.029003867879509926,0.026735825464129448,0.001152177806943655,0.0023393381852656603,0.0015044624451547861,0.0023448732681572437,0.008584132418036461
135,0.05557936429977417,0.012806914746761322,0.029019571840763092,0.026654953137040138,0.001148661714978516,0.002335895784199238,0.001502706902101636,0.0023478020448237658,0.008575674146413803
136,0.05540768429636955,0.012779610231518745,0.029037287458777428,0.026569899171590805,0.0011450886959210038,0.002332085045054555,0.0015012166695669293,0.0023508011363446712,0.008567135781049728
137,0.05524152144789696,0.01275205984711647,0.029052449390292168,0.026488928124308586,0.0011414980981498957,0.0023283709306269884,0.0014996323734521866,0.002353664953261614,0.008558515459299088
138,0.05508092790842056,0.012724218890070915,0.029062537476420403,0.026424888521432877,0.0011380445212125778,0.0023248717188835144,0.0014976728707551956,0.002356291050091386,0.008549805730581284
139,0.054923247545957565,0.012696628458797932,0.029068078845739365,0.02639227733016014,0.0011349617270752788,0.002321322448551655,0.0014952047495171428,0.0023587062023580074,0.00854099728167057
140,0.054767001420259476,0.012669462710618973,0.029071250930428505,0.026392649859189987,0.0011322831269353628,0.002317609265446663,0.0014922419795766473,0.0023609488271176815,0.00853208638727665
141,0.05461374297738075,0.012642192654311657,0.02907458320260048,0.02641015313565731,0.0011297473683953285,0.0023140008561313152,0.001488918554969132,0.0023630033247172832,0.00852307677268982
142,0.05446487292647362,0.012614264152944088,0.029080918058753014,0.02642592415213585,0.001127055729739368,0.0023107361048460007,0.001485432730987668,0.0023648771457374096,0.008513960987329483
143,0.054319094866514206,0.012585798278450966,0.029093386605381966,0.026432471349835396,0.0011241220636293292,0.002307652495801449,0.0014819729840382934,0.0023666780907660723,0.008504733443260193
144,0.05417410656809807,0.012557136826217175,0.029113715514540672,0.026430640369653702,0.0011209946824237704,0.002304449211806059,0.0014786520041525364,0.002368531422689557,0.008495382964611053
145,0.054029837250709534,0.012528181076049805,0.029140537604689598,0.026419250294566154,0.0011176514672115445,0.0023011406883597374,0.0014754803851246834,0.002370453905314207,0.008485903963446617
146,0.05388782545924187,0.01249849796295166,0.029169877991080284,0.026396436616778374,0.0011140276910737157,0.0022979818750172853,0.0014723846688866615,0.002372373826801777,0.008476294577121735
147,0.05374801531434059,0.012468052096664906,0.02919737435877323,0.02636938914656639,0.0011102162534371018,0.002295019570738077,0.0014692364493384957,0.0023742516059428453,0.008466552011668682
148,0.05360822379589081,0.012437311932444572,0.029219646006822586,0.02635294385254383,0.001106458017602563,0.0022920193150639534,0.0014659053413197398,0.0023761065676808357,0.008456670679152012
149,0.0534670427441597,0.012406558729708195,0.029234137386083603,0.026355421170592308,0.0011028896551579237,0.0022888595703989267,0.0014623184688389301,0.002377941971644759,0.008446641266345978
150,0.05332504212856293,0.012375595048069954,0.02923908457159996,0.026371711865067482,0.0010994254844263196,0.002285712631419301,0.001458499114960432,0.0023797082249075174,0.008436460047960281
151,0.053182605654001236,0.012344255112111568,0.02923465706408024,0.0263923741877079,0.0010959268547594547,0.002282714005559683,0.001454553916119039,0.002381386933848262,0.0084261205047369
152,0.05303799360990524,0.012312839739024639,0.029223432764410973,0.026412835344672203,0.0010923644294962287,0.002279705600813031,0.001450630254112184,0.0023830486461520195,0.008415620774030685
153,0.0528891459107399,0.012281711213290691,0.02920890785753727,0.02642977610230446,0.0010887327371165156,0.0022764764726161957,0.00144686468411237,0.0023847799748182297,0.008404949679970741
154,0.05273590609431267,0.01225084625184536,0.02919357270002365,0.026435231789946556,0.0010849250247702003,0.002273071324452758,0.0014433534815907478,0.0023865962866693735,0.00839410163462162
155,0.05257890000939369,0.0122200483456254,0.029178742319345474,0.026422666385769844,0.0010808369843289256,0.0022696475498378277,0.0014401200460270047,0.002388461958616972,0.0083830701187253
156,0.0524173304438591,0.012189489789307117,0.029165426269173622,0.026396576315164566,0.001076540327630937,0.002266162307932973,0.0014370849821716547,0.002390370238572359,0.008371846750378609
157,0.05224953219294548,0.012159544974565506,0.029154175892472267,0.026368992403149605,0.0010722256265580654,0.002262449124827981,0.001434094156138599,0.002392331138253212,0.0083604222163558
158,0.052075162529945374,0.012130293995141983,0.02914421819150448,0.026347333565354347,0.0010679903207346797,0.002258537570014596,0.0014309959951788187,0.0023942976258695126,0.008348790928721428
159,0.05189511179924011,0.012101535685360432,0.029133839532732964,0.02633197233080864,0.0010638129897415638,0.002254631370306015,0.0014276907313615084,0.002396182855591178,0.00833694264292717
160,0.05170934647321701,0.012073254212737083,0.02912207320332527,0.026323828846216202,0.0010596965439617634,0.002250796416774392,0.0014241376193240285,0.0023979523684829473,0.00832486804574728
