epoch,endogeq_1,constraint_1,hjbeq_1,hjbeq_2,total_loss
5000,3.735028440132737e-05,1.3179136658436619e-05,5.760713611380197e-05,2.763141856121365e-05,0.00013576798664871603
5100,3.8186321035027504e-05,1.4460767488344572e-05,6.496755668194965e-05,5.516775854630396e-05,0.00017278239829465747
5200,3.764389839489013e-05,9.756886356626637e-06,5.871090615983121e-05,2.7447169486549683e-05,0.00013355886039789766
5300,3.50652371707838e-05,1.4027807083039079e-05,5.4385596740758047e-05,3.317834125482477e-05,0.0001366569777019322
5400,3.7033627450000495e-05,1.1579782039916608e-05,5.659277303493582e-05,3.330542676849291e-05,0.00013851161929778755
5500,3.2638425182085484e-05,1.3652356756210793e-05,5.5927310313563794e-05,3.196252146153711e-05,0.0001341806200798601
5600,4.3301130062900484e-05,7.794295925123151e-06,7.012116839177907e-05,8.278293535113335e-05,0.00020399953064043075
5700,3.224686224712059e-05,1.2029164281557314e-05,5.110400161356665e-05,1.8973967598867603e-05,0.00011435399937909096
5800,3.5476154153002426e-05,1.1287992492725607e-05,5.6823078921297565e-05,2.925502667494584e-05,0.00013284225133247674
5900,4.316570266382769e-05,7.383557203866076e-06,8.121255086734891e-05,6.988435779931024e-05,0.00020164618035778403
6000,3.1556344765704125e-05,1.1737934983102605e-05,4.9490048695588484e-05,1.925597825902514e-05,0.00011204030306544155
6100,3.1660681997891515e-05,1.0237086826236919e-05,4.964332401868887e-05,1.7139589544967748e-05,0.00010868068056879565
6200,3.4267908631591126e-05,8.73374392540427e-06,5.63552493986208e-05,3.9870683394838125e-05,0.0001392275735270232
6300,4.1790965042309836e-05,4.8251972657453734e-06,6.244042015168816e-05,9.565240907249972e-05,0.00020470898016355932
6400,7.15853602741845e-05,4.3854811337951105e-06,6.80239318171516e-05,8.633800462121144e-05,0.00023033277830109
6500,3.2309049856849015e-05,9.950163075700402e-06,4.704212551587261e-05,2.515880078135524e-05,0.00011446013377280906
6600,3.299523450550623e-05,8.38703999761492e-06,5.1497492677299306e-05,2.348608359170612e-05,0.00011636585259111598
6700,3.0148981750244275e-05,9.486472663411405e-06,4.4234351662453264e-05,1.774809425114654e-05,0.00010161790123675019
6800,2.96446742140688e-05,9.279403457185254e-06,4.447164974408224e-05,1.5240039829222951e-05,9.863576997304335e-05
6900,2.98498180200113e-05,9.286308340961114e-06,4.464482481125742e-05,1.6606421922915615e-05,0.00010038736945716664
7000,2.6427145712659694e-05,1.106585386878578e-05,4.582307519740425e-05,2.6165022063651122e-05,0.00010948109411401674
7100,2.9881559385103174e-05,7.5060165727336425e-06,4.2259001929778606e-05,2.2895157599123195e-05,0.00010254172957502306
7200,2.8545739041874185e-05,9.464913091505878e-06,4.3410520447650924e-05,2.683330785657745e-05,0.00010825447679962963
7300,2.891423719120212e-05,9.57934207690414e-06,4.4090345909353346e-05,4.052539588883519e-05,0.0001231093192473054
7400,2.5890050892485306e-05,9.986206350731663e-06,4.496309702517465e-05,3.021541124326177e-05,0.00011105476005468518
7500,2.908760870923288e-05,5.928703103563748e-06,3.8607937312917784e-05,3.829325214610435e-05,0.00011191749945282936
7600,2.3343420252786018e-05,1.059903297573328e-05,3.72776594304014e-05,2.8090315026929602e-05,9.931043314281851e-05
7700,3.661093796836212e-05,5.12017504661344e-06,6.313704216154292e-05,8.558552508475259e-05,0.0001904536911752075
7800,2.328561276954133e-05,9.666059668234084e-06,4.052278745803051e-05,2.697457603062503e-05,0.00010044903319794685
7900,2.9487891879398376e-05,5.35315984961926e-06,3.838287011603825e-05,4.906258618575521e-05,0.00012228651030454785
8000,2.6242070816806518e-05,6.414504241547547e-06,3.6496690881904215e-05,1.8416998500470072e-05,8.757026080274954e-05
8100,2.26218908210285e-05,7.986919627001043e-06,3.248862412874587e-05,1.0644235771906096e-05,7.374167762463912e-05
8200,3.087248478550464e-05,5.1298939069965854e-06,4.5783941459376365e-05,6.557541928486899e-05,0.00014736174489371479
8300,2.901684638345614e-05,6.788542577851331e-06,5.225925997365266e-05,4.8875655920710415e-05,0.0001369403034914285
8400,2.1701544028474018e-05,8.159162462106906e-06,3.162937719025649e-05,1.4613448911404703e-05,7.610353350173682e-05
8500,2.5938785256585106e-05,8.266506483778358e-06,4.633574280887842e-05,2.9212200388428755e-05,0.00010975323675666004
8600,2.54747319559101e-05,4.138112217333401e-06,3.3105621696449816e-05,2.8965770979993977e-05,9.168423275696114e-05
8700,2.1567791918641888e-05,6.809042133681942e-06,3.0395513022085652e-05,1.2951173630426638e-05,7.172352343332022e-05
8800,2.2805354092270136e-05,6.052990556781879e-06,3.249455039622262e-05,1.9899660401279107e-05,8.125255408231169e-05
8900,2.0785584638360888e-05,6.081379069655668e-06,2.5833269319264218e-05,7.525527507823426e-06,6.02257605351042e-05
9000,2.273860627610702e-05,4.159923264523968e-06,2.61368477367796e-05,1.2504063306550961e-05,6.553943967446685e-05
9100,2.210635102528613e-05,7.318831194425002e-06,2.6532386982580647e-05,3.531169204507023e-05,9.126926306635141e-05
9200,2.0795492673642002e-05,5.246808541414794e-06,2.3750682885292917e-05,7.99316603661282e-06,5.778615013696253e-05
9300,2.0938758098054677e-05,6.703822236886481e-06,2.5714134608278982e-05,2.985139326483477e-05,8.320810593431816e-05
9400,2.2557795091415755e-05,3.5536343148123706e-06,2.5771789296413772e-05,2.3201191652333364e-05,7.508440467063338e-05
9500,2.190566920035053e-05,6.164814294606913e-06,3.6089873901801184e-05,3.197735350113362e-05,9.613770816940814e-05
9600,1.9844399503199384e-05,5.180219432077138e-06,2.314423181815073e-05,1.702847112028394e-05,6.519732414744794e-05
9700,2.1227897377684712e-05,4.27484928877675e-06,2.2481815904029645e-05,9.957499059964903e-06,5.7942059356719255e-05
9800,1.80050301423762e-05,5.737162155128317e-06,2.070276423182804e-05,1.2534126653918065e-05,5.6979079090524465e-05
9900,2.0750510884681717e-05,3.6468645703280345e-06,2.175913323299028e-05,1.1394837201805785e-05,5.755134407081641e-05
10000,1.9718123439815827e-05,5.956331733614206e-06,2.1210640625213273e-05,2.990937173308339e-05,7.679446571273729e-05
10100,1.8723305402090773e-05,3.7370130030467408e-06,1.9129685824736953e-05,7.896183888078667e-06,4.948618880007416e-05
10200,2.1381458282121457e-05,2.706703753574402e-06,2.149069041479379e-05,4.1868170228553936e-05,8.744702790863812e-05
10300,2.0156991013209336e-05,3.3277749480475904e-06,2.0340421542641707e-05,1.6422340195276774e-05,6.024752656230703e-05
10400,1.736448029987514e-05,5.116122792969691e-06,1.9771227016462944e-05,1.6079320630524307e-05,5.833114846609533e-05
10500,2.0653471437981352e-05,3.606134896472213e-06,2.264698014187161e-05,2.8713235224131495e-05,7.561982056358829e-05
10600,1.8186776287620887e-05,3.7205777516646776e-06,1.6982376109808683e-05,9.823949767451268e-06,4.871368219028227e-05
10700,1.9845318092848174e-05,2.670540425242507e-06,1.8106611605617218e-05,2.4398104869760573e-05,6.50205765850842e-05
10800,2.0330044208094478e-05,4.2868905438808724e-06,2.477405905665364e-05,2.0989051336073317e-05,7.038004696369171e-05
10900,1.8725942936725914e-05,3.2373404792451765e-06,1.6715412129997276e-05,1.3301266335474793e-05,5.197996142669581e-05
11000,1.8010783605859615e-05,3.2419434319308493e-06,1.608492311788723e-05,1.2979950042790733e-05,5.031759792473167e-05
11100,1.7230298908543773e-05,4.263608843757538e-06,1.4902901057212148e-05,7.895775524957571e-06,4.429258478921838e-05
11200,1.760360464686528e-05,3.2817315513966605e-06,1.499348582001403e-05,1.0466424100741278e-05,4.634524884750135e-05
11300,1.723850982671138e-05,3.6372161957842764e-06,1.477619389333995e-05,8.527004865754861e-06,4.4178923417348415e-05
11400,2.246384792670142e-05,2.5226247544196667e-06,2.4797278456389904e-05,5.903160490561277e-05,0.00010881535854423419
11500,2.0089995814487338e-05,3.434721293160692e-06,2.1861003915546462e-05,2.453151682857424e-05,6.991723785176873e-05
11600,1.7807715266826563e-05,4.637861366063589e-06,1.853023422881961e-05,1.7364778614137322e-05,5.834058902109973e-05
11700,1.6945969036896713e-05,3.0756480100535555e-06,1.39351723191794e-05,6.233053682080936e-06,4.018984327558428e-05
11800,1.7871620002551936e-05,2.6007885480794357e-06,1.5240046195685863e-05,1.0531074622122105e-05,4.624353096005507e-05
11900,1.7970549379242584e-05,2.8631704935833113e-06,1.7301912521361373e-05,1.5111505490494892e-05,5.324713856680319e-05
12000,1.740721199894324e-05,2.163840690627694e-06,1.5335581338149495e-05,1.2975247045687865e-05,4.788188016391359e-05
12100,1.684846392890904e-05,3.3305434499197872e-06,1.4859256225463469e-05,1.1333223483234178e-05,4.6371489588636905e-05
12200,1.7299988030572422e-05,3.0647283892903943e-06,1.6894706277525984e-05,1.416330906067742e-05,5.142273221281357e-05
12300,2.3157568648457527e-05,3.5675323033501627e-06,2.4843713617883623e-05,5.435843922896311e-05,0.00010592725448077545
12400,1.5799018001416698e-05,3.306013240944594e-06,1.4343780094350222e-05,8.399817488680128e-06,4.184862700640224e-05
12500,2.204696102126036e-05,2.087185976051842e-06,2.0999776097596623e-05,2.598220089566894e-05,7.111612649168819e-05
12600,1.5763911505928263e-05,3.067138322876417e-06,1.3417494301393162e-05,7.121002454368863e-06,3.936954453820363e-05
12700,1.7460377421230078e-05,1.9524463823472615e-06,1.6154122931766324e-05,1.5932937458273955e-05,5.1499882829375565e-05
12800,1.647153294470627e-05,1.7200545698869973e-06,1.3493006917997263e-05,1.722714841889683e-05,4.8911744670476764e-05
12900,1.57279700943036e-05,3.5338471207069233e-06,1.2750938367389608e-05,1.9738887203857303e-05,5.175164187676273e-05
13000,1.6069614503066987e-05,2.248517375846859e-06,1.3446711818687618e-05,9.162679816654418e-06,4.092752351425588e-05
13100,1.5352243281085975e-05,2.342657126064296e-06,1.2017021617793944e-05,5.781073468824616e-06,3.5492994356900454e-05
13200,1.47612909131567e-05,2.6566253836790565e-06,1.1698135494953021e-05,5.379522917792201e-06,3.449557698331773e-05
13300,1.5634977899026126e-05,3.0461458209174452e-06,1.2846761819673702e-05,1.542340214655269e-05,4.695128882303834e-05
13400,1.655226333241444e-05,1.7432407730666455e-06,1.5575818906654604e-05,1.723738205328118e-05,5.110870552016422e-05
13500,1.5919567886157893e-05,1.9562137367756804e-06,1.4116096281213686e-05,9.860164936981164e-06,4.18520430685021e-05
13600,1.4371886209119111e-05,2.4459850465063937e-06,1.1550692761375103e-05,5.4247211664915085e-06,3.379328336450271e-05
13700,1.4821940567344427e-05,1.9778142359427875e-06,1.2835334018745925e-05,8.703350431460422e-06,3.833843948086724e-05
13800,1.4787579857511446e-05,1.679208821769862e-06,1.2133733434893657e-05,7.057547463773517e-06,3.565807128325105e-05
13900,1.4813084817433264e-05,2.0157410745014204e-06,1.2870117643615231e-05,1.0815569112310186e-05,4.051451105624437e-05
14000,1.4716955774929374e-05,2.159955784009071e-06,1.3371563909458928e-05,1.081001573766116e-05,4.105849075131118e-05
14100,1.849874752224423e-05,1.2926808494739817e-06,2.188372309319675e-05,5.315789530868642e-05,9.483304165769368e-05
14200,1.423200319550233e-05,2.589960558907478e-06,1.4990113413659856e-05,1.2151011105743237e-05,4.396308941068128e-05
14300,1.409146443620557e-05,1.4061405408938299e-06,1.1373263987479731e-05,9.243573003914207e-06,3.6114441172685474e-05
14400,1.4757299140910618e-05,2.1813436887896387e-06,1.730129952193238e-05,1.977686770260334e-05,5.401681119110435e-05
14500,1.4803349586145487e-05,1.7708314317133045e-06,1.3174300875107292e-05,1.556952338432893e-05,4.531800368567929e-05
14600,1.4414205907087307e-05,1.9853232515743002e-06,1.1633512258413248e-05,1.380381581839174e-05,4.18368581449613e-05
14700,1.417796011082828e-05,8.131715389936289e-07,1.3187920558266342e-05,3.0343117032316513e-05,5.85221714572981e-05
14800,1.2918537322548218e-05,1.8343212104809936e-06,1.0793520232255105e-05,6.049180683476152e-06,3.159555853926577e-05
14900,1.4154640666674823e-05,5.600310828413058e-07,1.4866784113110043e-05,1.6104533642646857e-05,4.568599251797423e-05
15000,1.2938246072735637e-05,1.1374796713425894e-06,1.0705465683713555e-05,7.459377229679376e-06,3.224056854378432e-05
15100,1.3082742043479811e-05,9.454893756810634e-07,1.1384666322555859e-05,1.0964982720906846e-05,3.6377881770022213e-05
15200,1.2568866623041686e-05,1.1767132264139946e-06,1.0221351658401545e-05,4.9552177188161295e-06,2.8922149795107543e-05
15300,1.3870554539607838e-05,1.2630446235561976e-06,1.2143622370786034e-05,8.340985004906543e-06,3.5618206311482936e-05
15400,1.2890398465970065e-05,6.957034202059731e-07,1.1876835742441472e-05,1.4552718312188517e-05,4.001565685030073e-05
15500,1.308046375925187e-05,1.230677412422665e-06,1.132381112256553e-05,1.015497855405556e-05,3.5789929825114086e-05
15600,1.2346448784228414e-05,9.293358402828744e-07,1.0559057045611553e-05,8.884778253559489e-06,3.2719621231080964e-05
15700,1.2994380085729063e-05,1.0395817753305892e-06,1.1831387382699177e-05,1.2091135431546718e-05,3.795648444793187e-05
15800,1.199918278871337e-05,1.2755150464727194e-06,9.723392395244446e-06,3.808147312156507e-06,2.680623765627388e-05
15900,1.2165643966000061e-05,9.190760579258495e-07,1.0231746273348108e-05,4.963427272741683e-06,2.8279893740545958e-05
16000,1.304212764807744e-05,7.454429464814893e-07,1.1698925845848862e-05,1.3240417501947377e-05,3.872691377182491e-05
16100,1.1807481314463075e-05,9.195442771670059e-07,8.733219146961346e-06,4.15093654737575e-06,2.561118162702769e-05
16200,1.1803228517237585e-05,1.1981079524048255e-06,8.707354027137626e-06,4.588162937579909e-06,2.6296853320673108e-05
16300,1.1733663995983079e-05,6.55733117582713e-07,9.43180111789843e-06,6.470091648225207e-06,2.829128789016977e-05
16400,1.2194019291200675e-05,9.415697945769352e-07,7.979765541676898e-06,1.5484030882362276e-05,3.65993837476708e-05
16500,1.1739123692677822e-05,9.454859082325129e-07,1.4499924873234704e-05,1.3748985111305956e-05,4.093351890332997e-05
16600,1.1752770660677925e-05,1.3107411405144376e-06,8.947631613409612e-06,1.2206857718410902e-05,3.4217999200336635e-05
16700,1.0437496712256689e-05,9.385501584802114e-07,6.7821401898982e-06,9.275099728256464e-06,2.743328695942182e-05
16800,1.043403972289525e-05,9.705005368232378e-07,6.312332970992429e-06,6.432422651414527e-06,2.4149296223185956e-05
16900,1.0916074643319007e-05,7.548204621343757e-07,7.748706593702082e-06,8.813956810627133e-06,2.8233558623469435e-05
17000,1.020639501803089e-05,4.350676192643732e-07,6.757181836292148e-06,9.679837603471242e-06,2.707848216232378e-05
17100,1.0771948836918455e-05,1.0282245739290374e-06,9.458290151087567e-06,1.1402789823478088e-05,3.2661253499099985e-05
17200,1.0916079190792516e-05,8.35652684827437e-08,1.1056777111662086e-05,4.545833871816285e-05,6.751476030331105e-05
17300,9.786393093236256e-06,7.068622380757006e-07,5.742706889577676e-06,5.561393209063681e-06,2.1797353838337585e-05
17400,1.0031873898697086e-05,8.933675417210907e-07,6.537644367199391e-06,1.0957076483464334e-05,2.8419963200576603e-05
17500,9.744187991600484e-06,3.9260442008526297e-07,5.930197858106112e-06,7.311644822038943e-06,2.3378634068649262e-05
17600,9.62889134825673e-06,8.256481009993877e-07,6.4730093072284944e-06,7.611727596668061e-06,2.4539276637369767e-05
17700,9.423847586731426e-06,6.00491375735146e-07,5.3059434321767185e-06,3.840635145024862e-06,1.917091867653653e-05
17800,1.11909312181524e-05,6.642105745413573e-07,1.0200592441833578e-05,2.2964944946579635e-05,4.5020678953733295e-05
17900,1.1271242328803055e-05,1.9353377922470827e-07,9.523781955067534e-06,1.3810372365696821e-05,3.4798929846147075e-05
18000,9.278662219003309e-06,3.6198733255332627e-07,5.4449919844046235e-06,6.916777692822507e-06,2.200241942773573e-05
18100,9.014733223011717e-06,8.955871635407675e-07,6.220992418093374e-06,9.978623893402983e-06,2.6109937607543543e-05
18200,9.160565241472796e-06,9.375127660860016e-07,5.991472335153958e-06,1.56599980982719e-05,3.174955054419115e-05
18300,9.014272109197918e-06,5.830963232256181e-07,5.348161266738316e-06,6.2471131059282925e-06,2.119264354405459e-05
18400,8.84605833562091e-06,4.481892403873644e-07,4.741277280118084e-06,3.7693887406931026e-06,1.78049122041557e-05
18500,8.975813216238748e-06,3.2080424716696143e-07,6.306558589130873e-06,6.036902959749568e-06,2.1640080376528203e-05
18600,8.922192137106322e-06,3.1247469678419293e-07,5.135673745826352e-06,6.198535174917197e-06,2.0568875697790645e-05
18700,8.923573659558315e-06,2.373934648858267e-07,5.399572728492785e-06,6.075590590626234e-06,2.063613101199735e-05
18800,9.172892532660626e-06,2.906378142597532e-07,4.973857812728966e-06,5.9431617955851834e-06,2.0380550267873332e-05
18900,9.271770068153273e-06,5.09264680204069e-07,5.653590505971806e-06,6.549741101480322e-06,2.198436595790554e-05
19000,8.46364491735585e-06,6.433733688027132e-07,4.191254447505344e-06,6.545454198203515e-06,1.984372647712007e-05
19100,9.278258403355721e-06,1.0478547807224459e-07,7.098612968547968e-06,1.7685035345493816e-05,3.416669278522022e-05
19200,8.756312126934063e-06,2.700156187529501e-07,4.684321538661607e-06,5.865982075192733e-06,1.957663153007161e-05
19300,8.169777174771298e-06,5.824336426485388e-07,5.468205472425325e-06,5.489558134286199e-06,1.9709976186277345e-05
19400,9.770776159712113e-06,4.77948788102367e-07,7.968093086674344e-06,1.2650105418288149e-05,3.08669259538874e-05
19500,8.217437425628304e-06,6.90252363710897e-07,5.29795715920045e-06,5.261126716504805e-06,1.9466773665044457e-05
19600,9.163750291918404e-06,4.04635727591085e-07,5.934171440458158e-06,1.1956030903093051e-05,2.745858728303574e-05
19700,8.556545253668446e-06,7.5398844501251e-08,7.750836630293634e-06,1.3916483112552669e-05,3.0299263016786426e-05
19800,9.478501851845067e-06,3.5066108239334426e-07,9.902332749334164e-06,1.4920215107849799e-05,3.4651711757760495e-05
19900,8.599230568506755e-06,4.6089883198874304e-07,6.034842044755351e-06,8.785475074546412e-06,2.3880445951363072e-05
