outer_loop_iter,epoch,total_loss
0,0,7.21052360534668
0,1,5.023323059082031
0,2,3.3138811588287354
0,3,2.108238697052002
0,4,1.3877978324890137
0,5,1.0430305004119873
0,6,0.893039345741272
0,7,0.7763272523880005
0,8,0.6289278268814087
0,9,0.48120808601379395
0,10,0.4006703197956085
0,11,0.3646594285964966
0,12,0.23561902344226837
0,13,0.14400717616081238
0,14,0.0977562814950943
0,15,0.09195206314325333
0,16,0.08117765933275223
0,17,0.07065002620220184
0,18,0.06370126456022263
0,19,0.060626499354839325
0,20,0.05442243814468384
0,21,0.047356247901916504
0,22,0.042305029928684235
0,23,0.03954952210187912
0,24,0.038692280650138855
0,25,0.038135774433612823
0,26,0.036796849220991135
0,27,0.03520938754081726
0,28,0.03339347988367081
0,29,0.0314091257750988
0,30,0.029406392946839333
0,31,0.027611734345555305
0,32,0.026248397305607796
0,33,0.025433633476495743
0,34,0.025113478302955627
0,35,0.025075333192944527
0,36,0.025035273283720016
0,37,0.024755051359534264
0,38,0.024130139499902725
0,39,0.02320856973528862
0,40,0.022140588611364365
0,41,0.021094096824526787
0,42,0.020182879641652107
0,43,0.019439997151494026
0,44,0.01883716881275177
0,45,0.01832633838057518
0,46,0.017872169613838196
0,47,0.0174588430672884
0,48,0.01707596331834793
0,49,0.01670207269489765
0,50,0.016302362084388733
0,51,0.015843993052840233
0,52,0.015316774137318134
0,53,0.014744254760444164
0,54,0.014175236225128174
0,55,0.013660317286849022
0,56,0.013227356597781181
0,57,0.012870404869318008
0,58,0.012557470239698887
0,59,0.012250450439751148
0,60,0.011924094520509243
0,61,0.011573419906198978
0,62,0.011208195239305496
0,63,0.010841669514775276
0,64,0.01048250775784254
0,65,0.01013408973813057
0,66,0.009798487648367882
0,67,0.009479685686528683
0,68,0.009182336740195751
0,69,0.008907493203878403
0,70,0.008649518713355064
0,71,0.008397639729082584
0,72,0.008141748607158661
0,73,0.007877946831285954
0,74,0.007610378786921501
0,75,0.0073478249832987785
0,76,0.007098095491528511
0,77,0.0068640378303825855
0,78,0.0066435495391488075
0,79,0.006432411260902882
0,80,0.006227375939488411
0,81,0.00602722680196166
0,82,0.005831817165017128
0,83,0.005640831775963306
0,84,0.005453518591821194
0,85,0.005269736982882023
0,86,0.005090735852718353
0,87,0.004918742924928665
0,88,0.004755512811243534
0,89,0.004601023625582457
0,90,0.004453409928828478
0,91,0.004310254938900471
0,92,0.004170068074017763
0,93,0.004032855853438377
0,94,0.0038996071089059114
0,95,0.003771287389099598
0,96,0.0036482620052993298
0,97,0.003530366811901331
0,98,0.0034173729363828897
0,99,0.0033091742079705
0,100,0.0032055689953267574
0,101,0.003106106072664261
0,102,0.0030101428274065256
0,103,0.002917249221354723
0,104,0.0028274324722588062
0,105,0.002741136122494936
0,106,0.0026587769389152527
0,107,0.0025804222095757723
0,108,0.002505732234567404
0,109,0.0024342392571270466
0,110,0.0023656305857002735
0,111,0.0022997790947556496
0,112,0.002236686646938324
0,113,0.0021762915421277285
0,114,0.002118513686582446
0,115,0.0020633151289075613
0,116,0.0020107205491513014
0,117,0.001960722031071782
0,118,0.0019131922163069248
0,119,0.0018679061904549599
