outer_loop_iter,kappa_mean_val,kappa_abs,kappa_rel,total
0,0.9999781250953674,0.0015505403280258179,0.0015505403280258179,0.0015505403280258179
1,0.9999833703041077,8.230209459725302e-06,8.23893424239941e-06,8.230209459725302e-06
