,q,psi,sig,deltae,deltah,rho,r,ae,ah,kappa,_sig_o,_mu_o,_sig_cross,e,o,boundtag,_dme,_dpe,_dmo,_dpo,_qme,_qmo,_qpe,_qpo,_qe,_qo,_qee,_qeoa,_qeob,_qoo,_qeo,_qeome,_qeomo,_qeope,_qeopo,_qeme,_qome,_qepe,_qope,_qomo,_qemo,_qopo,_qepo,iota,phi,sigq,sige,mue,er,sigee,muee,_mu_e,_sig_e,_sidx
0,1.0357816691600545,0.0,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.0,0.01,b0min_b1min,0.009595959595959595,0.009595959595959595,0.98,0.98,,,1.038800086400803,1.0357816691600545,0.31455084929903976,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.31455084929903976,0.0,,,0.0,0.31455084929903976,0.01821091654199719,0.01789083458002727,,,,,,,,,
1,1.0357816691600545,0.0,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.0,0.99,b0min_b1max,0.009595959595959595,0.009595959595959595,0.98,0.98,,1.0357816691600545,1.038800086400803,,0.31455084929903976,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.31455084929903976,0.0,0.0,0.31455084929903976,,,0.01821091654199719,0.01789083458002727,,,,,,,,,
2,1.038800086400803,0.04540230170853572,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.009595959595959595,0.01,b0_b1min,0.009595959595959595,0.009595959595959595,0.98,0.98,1.0357816691600545,,1.0416574635542952,1.038800086400803,0.31455084929903976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.31455084929903976,0.0,0.29776877704814747,0.0,,,0.0,0.31455084929903976,0.01977640487657889,0.01940004320040145,0.0010961078427821763,0.37722979004545937,0.1691559798993535,0.04835688655690529,0.0036198818236685493,0.0016232139485291496,0.1691559798993535,0.37722979004545937,
3,1.038800086400803,0.04540230170853572,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.009595959595959595,0.99,b0_b1max,0.009595959595959595,0.009595959595959595,0.98,0.98,1.0357816691600545,1.038800086400803,1.0416574635542952,,0.31455084929903976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.31455084929903976,0.0,0.29776877704814747,0.0,0.0,0.31455084929903976,,,0.01977640487657889,0.01940004320040145,0.0010961078427821763,0.37722979004545937,0.1691559798993535,0.04835688655690529,0.0036198818236685493,0.0016232139485291496,0.1691559798993535,0.37722979004545937,
4,1.0416574635542952,0.08863387701792627,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.01919191919191919,0.01,b0_b1min,0.009595959595959595,0.009595959595959595,0.98,0.98,1.038800086400803,,1.0443805877420829,1.0416574635542952,0.29776877704814747,0.0,-1.748868581935091,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.31455084929903976,0.0,0.28377820483260674,0.0,,,0.0,0.29776877704814747,0.021262567844591962,0.020828731777147613,0.0020252747918538677,0.3691571832099933,0.16146571342574967,0.0480725197547396,0.0070848348292827,0.003098836924332569,0.16146571342574967,0.3691571832099933,
5,1.0416574635542952,0.08863387701792627,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.01919191919191919,0.99,b0_b1max,0.009595959595959595,0.009595959595959595,0.98,0.98,1.038800086400803,1.0416574635542952,1.0443805877420829,,0.29776877704814747,0.0,-1.748868581935091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.31455084929903976,0.0,0.28377820483260674,0.0,0.0,0.29776877704814747,,,0.021262567844591962,0.020828731777147613,0.0020252747918538677,0.3691571832099933,0.16146571342574967,0.0480725197547396,0.0070848348292827,0.003098836924332569,0.16146571342574967,0.3691571832099933,
6,1.0443805877420829,0.13005968572887358,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.028787878787878786,0.01,b0_b1min,0.009595959595959595,0.009595959595959595,0.98,0.98,1.0416574635542952,,1.0469882159181578,1.0443805877420829,0.28377820483260674,0.0,-1.4579648940405605,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.29776877704814747,0.0,0.2717423046646538,0.0,,,0.0,0.28377820483260674,0.02268270301312464,0.022190293871041433,0.0028296127931345533,0.3617404662335978,0.15446294390671925,0.047771561341594805,0.010413740694603572,0.004446660506405554,0.15446294390671925,0.3617404662335978,
7,1.0443805877420829,0.13005968572887358,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.028787878787878786,0.99,b0_b1max,0.009595959595959595,0.009595959595959595,0.98,0.98,1.0416574635542952,1.0443805877420829,1.0469882159181578,,0.28377820483260674,0.0,-1.4579648940405605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.29776877704814747,0.0,0.2717423046646538,0.0,0.0,0.28377820483260674,,,0.02268270301312464,0.022190293871041433,0.0028296127931345533,0.3617404662335978,0.15446294390671925,0.047771561341594805,0.010413740694603572,0.004446660506405554,0.15446294390671925,0.3617404662335978,
8,1.0469882159181578,0.16993464111469597,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.03838383838383838,0.01,b0_b1min,0.009595959595959595,0.009595959595959595,0.98,0.98,1.0443805877420829,,1.0494944103659998,1.0469882159181578,0.2717423046646538,0.0,-1.2542674911866725,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.28377820483260674,0.0,0.26117184245931874,0.0,,,0.0,0.2717423046646538,0.02404608106787176,0.023494107959078914,0.003535056657343341,0.35483996357678305,0.14800775730831184,0.04745788369025118,0.013620119814058338,0.005681105836076616,0.14800775730831184,0.35483996357678305,
9,1.0469882159181578,0.16993464111469597,0.1,0.05,0.05,0.06,0.05,0.11,0.07,2.0,0.0001,0.0,0.0,0.03838383838383838,0.99,b0_b1max,0.009595959595959595,0.009595959595959595,0.98,0.98,1.0443805877420829,1.0469882159181578,1.0494944103659998,,0.2717423046646538,0.0,-1.2542674911866725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.28377820483260674,0.0,0.26117184245931874,0.0,0.0,0.2717423046646538,,,0.02404608106787176,0.023494107959078914,0.003535056657343341,0.35483996357678305,0.14800775730831184,0.04745788369025118,0.013620119814058338,0.005681105836076616,0.14800775730831184,0.35483996357678305,
