epoch,endogeq_1,endogeq_2,endogeq_3,hjbeq_1,hjbeq_2
1,1.0489498376846313,1.0113334655761719,1.0044595003128052,1.0276861190795898,0.907571017742157
2,1.1114997863769531,0.9800795316696167,1.0146304368972778,1.0683735609054565,0.8254164457321167
3,1.1599326133728027,0.9777418375015259,1.0145057439804077,1.0975658893585205,0.7502535581588745
4,1.2110843658447266,0.9622958302497864,1.0147119760513306,1.129265308380127,0.6826421022415161
5,1.2561194896697998,0.9558296799659729,1.0084127187728882,1.1557525396347046,0.623884916305542
6,1.2602472305297852,1.0352988243103027,0.9756309986114502,1.148041844367981,0.5807803869247437
7,1.21278715133667,1.161141276359558,0.9146271347999573,1.0979636907577515,0.6134799718856812
8,1.1111420392990112,1.1098203659057617,0.8310619592666626,1.0042238235473633,0.9437509179115295
9,1.0021958351135254,1.003739356994629,0.7486982941627502,0.9055721759796143,1.3397934436798096
10,0.902691125869751,0.9056661128997803,0.67403644323349,0.8156068325042725,1.7019985914230347
11,0.8131003975868225,0.8159498572349548,0.6068009734153748,0.7346292734146118,2.0295186042785645
12,0.7328755259513855,0.7473862767219543,0.5463515520095825,0.6621488928794861,2.31123685836792
13,0.6618780493736267,0.6792615056037903,0.49214038252830505,0.598044216632843,2.5686750411987305
14,0.6008934378623962,0.6325916051864624,0.44380223751068115,0.5427818894386292,2.7799298763275146
15,0.5544426441192627,0.6177408695220947,0.40176302194595337,0.4994937777519226,2.92655873298645
16,0.5333249568939209,0.704436182975769,0.36897096037864685,0.47608745098114014,2.917179584503174
17,0.5581745505332947,0.7911384701728821,0.3567468225955963,0.48946017026901245,2.8044791221618652
18,0.5976905226707458,0.9120683073997498,0.3650641441345215,0.5172606706619263,2.6079154014587402
19,0.6114026308059692,1.1078786849975586,0.3746667206287384,0.526390790939331,2.379660129547119
20,0.6761847138404846,1.1326396465301514,0.4372166693210602,0.5792100429534912,2.174747943878174
21,0.6679131388664246,1.3440114259719849,0.4500829577445984,0.5706064105033875,1.967385172843933
22,0.7202017307281494,1.3510963916778564,0.5335232019424438,0.6100985407829285,1.785079002380371
23,0.6950693726539612,1.5733277797698975,0.5346107482910156,0.5860084891319275,1.6109825372695923
24,0.6905949711799622,1.7207019329071045,0.5557506084442139,0.5771709084510803,1.4557806253433228
25,0.6628120541572571,1.9278355836868286,0.5437681674957275,0.5504738092422485,1.315109372138977
26,0.6360580325126648,2.120722532272339,0.5249027013778687,0.5248149037361145,1.1935008764266968
27,0.658414363861084,2.129448413848877,0.535304069519043,0.535260796546936,1.1415714025497437
28,0.6515373587608337,2.127497434616089,0.516704797744751,0.5234147310256958,1.1808449029922485
29,0.6274691224098206,2.0470118522644043,0.4850465953350067,0.49866247177124023,1.3418090343475342
30,0.5916786789894104,1.980833649635315,0.4481041729450226,0.46626511216163635,1.5131175518035889
31,0.558789849281311,1.9013229608535767,0.414244145154953,0.4365929663181305,1.6890493631362915
32,0.5277273058891296,1.9059529304504395,0.3838963210582733,0.4090341031551361,1.7733885049819946
33,0.5183438062667847,1.8131686449050903,0.36780300736427307,0.395979642868042,1.904703974723816
34,0.5223160982131958,1.7365056276321411,0.36494868993759155,0.39143863320350647,1.9847900867462158
35,0.5122670531272888,1.8186285495758057,0.358841210603714,0.3787735402584076,1.9314887523651123
36,0.4987838566303253,1.9426753520965576,0.35480308532714844,0.3652693033218384,1.8384674787521362
37,0.5188063979148865,1.90922212600708,0.3875042796134949,0.37407442927360535,1.8103917837142944
38,0.5251725316047668,1.9406158924102783,0.41424086689949036,0.37329789996147156,1.7466716766357422
39,0.5033308267593384,2.095661163330078,0.4128590524196625,0.35546302795410156,1.6326848268508911
40,0.5291371941566467,1.983215093612671,0.48741036653518677,0.37003782391548157,1.6301984786987305
41,0.5443200469017029,1.8941380977630615,0.5574666857719421,0.37695175409317017,1.627122402191162
42,0.5404242277145386,1.8956031799316406,0.5972928404808044,0.3708953559398651,1.5957832336425781
43,0.5464677810668945,1.8343000411987305,0.6487325429916382,0.37303104996681213,1.597467303276062
44,0.540252685546875,1.8721532821655273,0.6620433330535889,0.36776968836784363,1.5577796697616577
45,0.5713485479354858,1.7502565383911133,0.706360936164856,0.38714221119880676,1.584890365600586
46,0.589434802532196,1.7261602878570557,0.7137134075164795,0.4018089473247528,1.5688811540603638
47,0.6043160557746887,1.7385244369506836,0.7045069932937622,0.41384729743003845,1.5388036966323853
48,0.6084193587303162,1.8070712089538574,0.6798335909843445,0.41870203614234924,1.4859724044799805
49,0.6403848528862,1.774888038635254,0.6696212291717529,0.4486045241355896,1.4665000438690186
50,0.6874397397041321,1.698512077331543,0.6678563356399536,0.4895690679550171,1.4566214084625244
51,0.7134511470794678,1.6859428882598877,0.6606875658035278,0.5186417698860168,1.4212751388549805
52,0.7365962862968445,1.666335940361023,0.6677825450897217,0.5407317280769348,1.388551950454712
53,0.7354084253311157,1.7139183282852173,0.67453533411026,0.5446109175682068,1.3315255641937256
54,0.7517566680908203,1.6687043905258179,0.7268109321594238,0.5584699511528015,1.2942566871643066
55,0.7444284558296204,1.6878509521484375,0.7746670246124268,0.5544502139091492,1.2386020421981812
56,0.747342586517334,1.6207399368286133,0.8724178671836853,0.5538327097892761,1.2056655883789062
57,0.7493088841438293,1.5506696701049805,0.9685953855514526,0.5533838868141174,1.1780407428741455
58,0.7509810328483582,1.517333745956421,1.0271859169006348,0.5532164573669434,1.151281476020813
59,0.7307853698730469,1.6229469776153564,1.008103847503662,0.5376636385917664,1.100498914718628
60,0.7548758387565613,1.580838680267334,1.0095994472503662,0.5576379299163818,1.0970468521118164
61,0.7589042782783508,1.6439268589019775,0.9676465392112732,0.5640841126441956,1.065436840057373
62,0.8025601506233215,1.5737898349761963,0.9442546367645264,0.6056987047195435,1.0736955404281616
63,0.791299045085907,1.681178092956543,0.8916723132133484,0.6003236174583435,1.0355256795883179
64,0.8104067444801331,1.669746994972229,0.870197594165802,0.6172522902488708,1.0323951244354248
65,0.8255788683891296,1.6462576389312744,0.8676637411117554,0.628627359867096,1.0318711996078491
66,0.8235298991203308,1.6553757190704346,0.8780196905136108,0.6223971843719482,1.0206763744354248
67,0.8332428336143494,1.588371753692627,0.9323480129241943,0.6221119165420532,1.023924469947815
68,0.8355489373207092,1.5315346717834473,0.9944011569023132,0.6159036755561829,1.0226104259490967
69,0.8245569467544556,1.5427557229995728,1.0248769521713257,0.6016861796379089,1.0061230659484863
70,0.8356062769889832,1.4959584474563599,1.0567870140075684,0.6052481532096863,1.0063989162445068
71,0.8430041074752808,1.5007293224334717,1.0495775938034058,0.6090706586837769,0.9976170063018799
72,0.8373250961303711,1.577995777130127,1.0070691108703613,0.6082561612129211,0.969352662563324
73,0.8791141510009766,1.5096030235290527,0.9851354360580444,0.6500977277755737,0.9760485291481018
74,0.8902730941772461,1.539570927619934,0.944093644618988,0.6662884950637817,0.9597728252410889
75,0.9226076602935791,1.4918395280838013,0.9248429536819458,0.6996607184410095,0.9610481262207031
76,0.9274292588233948,1.5153645277023315,0.906058132648468,0.7069631814956665,0.944183886051178
77,0.9445682168006897,1.4658989906311035,0.9279893636703491,0.7183589339256287,0.9431834816932678
78,0.9505252242088318,1.427467942237854,0.9695769548416138,0.7186079025268555,0.9338209629058838
79,0.9519774913787842,1.3744735717773438,1.0332063436508179,0.7115645408630371,0.9287770390510559
80,0.9593793749809265,1.3018156290054321,1.1025348901748657,0.7104012966156006,0.9258677363395691
81,0.9559472799301147,1.2945817708969116,1.1302404403686523,0.7018667459487915,0.9173626899719238
82,0.9671543836593628,1.2739039659500122,1.1350359916687012,0.7104281783103943,0.9134763479232788
83,0.9884326457977295,1.2489842176437378,1.116163730621338,0.7345571517944336,0.9118613004684448
84,1.0259360074996948,1.1857424974441528,1.0903061628341675,0.7776488065719604,0.9203655123710632
85,1.0524893999099731,1.1619696617126465,1.0526245832443237,0.8159067630767822,0.9170085787773132
86,1.0756118297576904,1.1350547075271606,1.0241817235946655,0.8457835912704468,0.9193670749664307
87,1.0705955028533936,1.180108904838562,0.9974916577339172,0.8467820286750793,0.9050208926200867
88,1.0835613012313843,1.129834532737732,1.0184603929519653,0.8548402190208435,0.9133024215698242
89,1.0861053466796875,1.077314853668213,1.0652666091918945,0.8489105701446533,0.9224015474319458
90,1.0660065412521362,1.0960853099822998,1.0979455709457397,0.8253258466720581,0.9146356582641602
91,1.061381459236145,1.049412488937378,1.1491014957427979,0.8122032880783081,0.9279001951217651
92,1.0656005144119263,1.0033748149871826,1.1774131059646606,0.8105107545852661,0.9430997967720032
93,1.0644304752349854,1.018651008605957,1.1607739925384521,0.8123151063919067,0.9438283443450928
94,1.0842564105987549,0.9899047017097473,1.1336586475372314,0.8398711085319519,0.9523081183433533
95,1.1064172983169556,0.968776524066925,1.0938771963119507,0.8779990673065186,0.9529289603233337
96,1.1077667474746704,1.0108267068862915,1.0446730852127075,0.8974440693855286,0.9392884373664856
97,1.1181914806365967,1.0081863403320312,1.0140892267227173,0.9203011989593506,0.939230740070343
98,1.1336710453033447,0.9640158414840698,1.01059889793396,0.9386227130889893,0.9530904293060303
99,1.1166043281555176,1.0013024806976318,1.008684515953064,0.9199897646903992,0.9534177780151367
100,1.1115177869796753,0.9563711285591125,1.0470008850097656,0.9048259854316711,0.9802831411361694
101,1.086944580078125,0.9790655970573425,1.0679718255996704,0.8744852542877197,0.9915316700935364
102,1.074175477027893,0.9637386202812195,1.0919084548950195,0.8543227910995483,1.0158536434173584
103,1.0845615863800049,0.8979834914207458,1.1105124950408936,0.8582335114479065,1.0487079620361328
104,1.093066692352295,0.8906117081642151,1.0924072265625,0.8719587922096252,1.0519546270370483
105,1.104102373123169,0.9039227962493896,1.055843472480774,0.8986073136329651,1.0375230312347412
106,1.0996625423431396,0.9742481708526611,1.00565505027771,0.9167579412460327,1.0036753416061401
